Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,7,152
Andrej Babiš,ANO,M,7,152
Andrea Babišová,ANO,Z,7,152
Margita Balaštíková,ANO,A,7,152
Josef Bělica,ANO,A,7,152
Stanislav Berkovec,ANO,A,7,152
Jiří Bláha,ANO,M,7,152
Richard Brabec,ANO,A,7,152
Milan Brázdil,ANO,A,7,152
Andrea Brzobohatá,ANO,M,7,152
Jaroslav Bžoch,ANO,A,7,152
Klára Dostálová,ANO,M,7,152
Lenka Dražilová,ANO,Z,7,152
Jaroslav Faltýnek,ANO,A,7,152
Kamal Farhan,ANO,A,7,152
Milan Feranec,ANO,A,7,152
Eva Fialová,ANO,A,7,152
Stanislav Fridrich,ANO,A,7,152
Josef Hájek,ANO,Z,7,152
Milan Hnilička,ANO,A,7,152
Ivan Jáč,ANO,A,7,152
Miloslav Janulík,ANO,A,7,152
Aleš Juchelka,ANO,Z,7,152
Pavel Juříček,ANO,A,7,152
Adam Kalous,ANO,A,7,152
David Kasal,ANO,A,7,152
Tomáš Kohoutek,ANO,A,7,152
Martin Kolovratník,ANO,M,7,152
Barbora Kořanová,ANO,A,7,152
Josef Kott,ANO,A,7,152
Robert Králíček,ANO,A,7,152
Roman Kubíček,ANO,A,7,152
Jan Kubík,ANO,A,7,152
Jaroslav Kytýr,ANO,M,7,152
Taťána Malá,ANO,A,7,152
Přemysl Mališ,ANO,A,7,152
Jiří Mašek,ANO,A,7,152
Eva Matyášová,ANO,A,7,152
Radka Maxová,ANO,0,7,152
Marcela Melková,ANO,A,7,152
Jana Mračková Vildumetzová,ANO,A,7,152
Patrik Nacher,ANO,A,7,152
Marek Novák,ANO,A,7,152
Monika Oborná,ANO,A,7,152
Ladislav Okleštěk,ANO,A,7,152
Zuzana Ožanová,ANO,Z,7,152
Jana Pastuchová,ANO,A,7,152
Robert Pelikán,ANO,0,7,152
František Petrtýl,ANO,A,7,152
Pavel Plzák,ANO,Z,7,152
Milan Pour,ANO,A,7,152
David Pražák,ANO,A,7,152
Věra Procházková,ANO,A,7,152
Pavel Pustějovský,ANO,A,7,152
Karel Rais,ANO,A,7,152
Michal Ratiborský,ANO,A,7,152
Jan Richter,ANO,A,7,152
Miloslava Rutová,ANO,A,7,152
Pavel Růžička,ANO,A,7,152
Jan Řehounek,ANO,A,7,152
Petr Sadovský,ANO,A,7,152
Jan Schiller,ANO,A,7,152
Pavel Staněk,ANO,A,7,152
Martin Stropnický,ANO,M,7,152
Jiří Strýček,ANO,A,7,152
Karla Šlechtová,ANO,0,7,152
Julius Špičák,ANO,A,7,152
David Štolpa,ANO,A,7,152
Dan Ťok,ANO,Z,7,152
Karel Tureček,ANO,M,7,152
Helena Válková,ANO,A,7,152
Adam Vojtěch,ANO,M,7,152
Jan Volný,ANO,A,7,152
Radek Vondráček,ANO,0,7,152
Ivo Vondrák,ANO,A,7,152
Petr Vrána,ANO,A,7,152
Rostislav Vyzula,ANO,A,7,152
Radek Zlesák,ANO,A,7,152
Ivan Adamec,ODS,0,7,152
Jan Bauer,ODS,A,7,152
Martin Baxa,ODS,A,7,152
Petr Beitl,ODS,A,7,152
Marek Benda,ODS,Z,7,152
Stanislav Blaha,ODS,M,7,152
Pavel Blažek,ODS,0,7,152
Jana Černochová,ODS,0,7,152
Petr Fiala,ODS,A,7,152
Jakub Janda,ODS,A,7,152
Václav Klaus,ODS,A,7,152
Karel Krejza,ODS,A,7,152
Martin Kupka,ODS,A,7,152
Zuzana Majerová Zahradníková,ODS,A,7,152
Jaroslav Martinů,ODS,A,7,152
Ilona Mauritzová,ODS,A,7,152
Vojtěch Munzar,ODS,A,7,152
Miroslava Němcová,ODS,M,7,152
Jan Skopeček,ODS,A,7,152
Zbyněk Stanjura,ODS,A,7,152
Bohuslav Svoboda,ODS,0,7,152
Jiří Ventruba,ODS,A,7,152
Veronika Vrecionová,ODS,A,7,152
Jan Zahradník,ODS,A,7,152
Pavel Žáček,ODS,A,7,152
Dana Balcarová,Piráti,A,7,152
Lukáš Bartoň,Piráti,A,7,152
Ivan Bartoš,Piráti,A,7,152
Lukáš Černohorský,Piráti,A,7,152
František Elfmark,Piráti,M,7,152
Mikuláš Ferjenčík,Piráti,A,7,152
Radek Holomčík,Piráti,A,7,152
Martin Jiránek,Piráti,A,7,152
Lukáš Kolářík,Piráti,A,7,152
František Kopřiva,Piráti,A,7,152
Lenka Kozlová,Piráti,A,7,152
Jan Lipavský,Piráti,A,7,152
Tomáš Martínek,Piráti,A,7,152
Jakub Michálek,Piráti,A,7,152
Mikuláš Peksa,Piráti,A,7,152
Vojtěch Pikal,Piráti,M,7,152
Ondřej Polanský,Piráti,A,7,152
Jan Pošvář,Piráti,A,7,152
Ondřej Profant,Piráti,A,7,152
Olga Richterová,Piráti,A,7,152
Petr Třešňák,Piráti,A,7,152
Tomáš Vymazal,Piráti,A,7,152
Marian Bojko,SPD,A,7,152
Jaroslav Dvořák,SPD,M,7,152
Radim Fiala,SPD,Z,7,152
Jaroslav Holík,SPD,A,7,152
