Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,24,151
Andrej Babiš,ANO,Z,24,151
Andrea Babišová,ANO,M,24,151
Margita Balaštíková,ANO,A,24,151
Josef Bělica,ANO,A,24,151
Stanislav Berkovec,ANO,A,24,151
Jiří Bláha,ANO,A,24,151
Richard Brabec,ANO,A,24,151
Milan Brázdil,ANO,0,24,151
Andrea Brzobohatá,ANO,A,24,151
Jaroslav Bžoch,ANO,A,24,151
Monika Červíčková,ANO,A,24,151
Klára Dostálová,ANO,Z,24,151
Lenka Dražilová,ANO,A,24,151
Jaroslav Faltýnek,ANO,A,24,151
Kamal Farhan,ANO,A,24,151
Milan Feranec,ANO,A,24,151
Eva Fialová,ANO,A,24,151
Stanislav Fridrich,ANO,A,24,151
Josef Hájek,ANO,A,24,151
Milan Hnilička,ANO,A,24,151
Ivan Jáč,ANO,A,24,151
Miloslav Janulík,ANO,A,24,151
Aleš Juchelka,ANO,A,24,151
Pavel Juříček,ANO,A,24,151
Adam Kalous,ANO,A,24,151
David Kasal,ANO,M,24,151
Tomáš Kohoutek,ANO,A,24,151
Martin Kolovratník,ANO,A,24,151
Barbora Kořanová,ANO,A,24,151
Josef Kott,ANO,A,24,151
Robert Králíček,ANO,A,24,151
Roman Kubíček,ANO,Z,24,151
Jan Kubík,ANO,A,24,151
Jaroslav Kytýr,ANO,A,24,151
Taťána Malá,ANO,A,24,151
Přemysl Mališ,ANO,A,24,151
Jiří Mašek,ANO,A,24,151
Eva Matyášová,ANO,0,24,151
Radka Maxová,ANO,Z,24,151
Marcela Melková,ANO,A,24,151
Jana Mračková Vildumetzová,ANO,A,24,151
Patrik Nacher,ANO,A,24,151
Marek Novák,ANO,A,24,151
Monika Oborná,ANO,A,24,151
Ladislav Okleštěk,ANO,0,24,151
Zuzana Ožanová,ANO,A,24,151
Jana Pastuchová,ANO,A,24,151
František Petrtýl,ANO,A,24,151
Pavel Plzák,ANO,A,24,151
Milan Pour,ANO,A,24,151
David Pražák,ANO,A,24,151
Věra Procházková,ANO,M,24,151
Pavel Pustějovský,ANO,A,24,151
Karel Rais,ANO,M,24,151
Michal Ratiborský,ANO,A,24,151
Jan Richter,ANO,A,24,151
Miloslava Rutová,ANO,M,24,151
Pavel Růžička,ANO,A,24,151
Jan Řehounek,ANO,A,24,151
Petr Sadovský,ANO,A,24,151
Jan Schiller,ANO,A,24,151
Pavel Staněk,ANO,M,24,151
Jiří Strýček,ANO,A,24,151
Karla Šlechtová,ANO,A,24,151
Julius Špičák,ANO,M,24,151
David Štolpa,ANO,A,24,151
Dan Ťok,ANO,A,24,151
Karel Tureček,ANO,A,24,151
Helena Válková,ANO,A,24,151
Petr Venhoda,ANO,A,24,151
Adam Vojtěch,ANO,A,24,151
Jan Volný,ANO,A,24,151
Radek Vondráček,ANO,Z,24,151
Ivo Vondrák,ANO,Z,24,151
Petr Vrána,ANO,A,24,151
Rostislav Vyzula,ANO,A,24,151
Radek Zlesák,ANO,A,24,151
Ivan Adamec,ODS,A,24,151
Jan Bauer,ODS,A,24,151
Martin Baxa,ODS,A,24,151
Petr Beitl,ODS,0,24,151
Marek Benda,ODS,M,24,151
Stanislav Blaha,ODS,A,24,151
Pavel Blažek,ODS,M,24,151
Jana Černochová,ODS,M,24,151
Petr Fiala,ODS,A,24,151
Jakub Janda,ODS,Z,24,151
Václav Klaus,ODS,0,24,151
Karel Krejza,ODS,0,24,151
