Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,4,33
Andrej Babiš,ANO,M,4,33
Andrea Babišová,ANO,A,4,33
Margita Balaštíková,ANO,A,4,33
Josef Bělica,ANO,A,4,33
Stanislav Berkovec,ANO,A,4,33
Jiří Bláha,ANO,A,4,33
Richard Brabec,ANO,A,4,33
Milan Brázdil,ANO,M,4,33
Andrea Brzobohatá,ANO,A,4,33
Jaroslav Bžoch,ANO,A,4,33
Klára Dostálová,ANO,A,4,33
Lenka Dražilová,ANO,A,4,33
Jaroslav Faltýnek,ANO,A,4,33
Kamal Farhan,ANO,A,4,33
Milan Feranec,ANO,A,4,33
Eva Fialová,ANO,A,4,33
Stanislav Fridrich,ANO,A,4,33
Josef Hájek,ANO,A,4,33
Milan Hnilička,ANO,A,4,33
Ivan Jáč,ANO,A,4,33
Miloslav Janulík,ANO,A,4,33
Aleš Juchelka,ANO,A,4,33
Pavel Juříček,ANO,A,4,33
Adam Kalous,ANO,A,4,33
David Kasal,ANO,A,4,33
Tomáš Kohoutek,ANO,A,4,33
Martin Kolovratník,ANO,A,4,33
Barbora Kořanová,ANO,A,4,33
Josef Kott,ANO,A,4,33
Robert Králíček,ANO,A,4,33
Roman Kubíček,ANO,A,4,33
Jan Kubík,ANO,A,4,33
Jaroslav Kytýr,ANO,A,4,33
Taťána Malá,ANO,Z,4,33
Přemysl Mališ,ANO,A,4,33
Jiří Mašek,ANO,A,4,33
Eva Matyášová,ANO,A,4,33
Radka Maxová,ANO,M,4,33
Marcela Melková,ANO,A,4,33
Jana Mračková Vildumetzová,ANO,A,4,33
Patrik Nacher,ANO,A,4,33
Marek Novák,ANO,A,4,33
Monika Oborná,ANO,A,4,33
Ladislav Okleštěk,ANO,M,4,33
Zuzana Ožanová,ANO,A,4,33
Jana Pastuchová,ANO,A,4,33
Robert Pelikán,ANO,A,4,33
František Petrtýl,ANO,A,4,33
Pavel Plzák,ANO,A,4,33
Milan Pour,ANO,A,4,33
David Pražák,ANO,A,4,33
Věra Procházková,ANO,A,4,33
Pavel Pustějovský,ANO,A,4,33
Karel Rais,ANO,A,4,33
Michal Ratiborský,ANO,A,4,33
Jan Richter,ANO,A,4,33
Miloslava Rutová,ANO,A,4,33
Pavel Růžička,ANO,A,4,33
Jan Řehounek,ANO,A,4,33
Petr Sadovský,ANO,A,4,33
Jan Schiller,ANO,A,4,33
Pavel Staněk,ANO,0,4,33
Martin Stropnický,ANO,A,4,33
Jiří Strýček,ANO,A,4,33
Karla Šlechtová,ANO,0,4,33
Julius Špičák,ANO,A,4,33
David Štolpa,ANO,A,4,33
Dan Ťok,ANO,M,4,33
Karel Tureček,ANO,Z,4,33
Helena Válková,ANO,M,4,33
Adam Vojtěch,ANO,A,4,33
Jan Volný,ANO,A,4,33
Radek Vondráček,ANO,A,4,33
Ivo Vondrák,ANO,A,4,33
Petr Vrána,ANO,A,4,33
Rostislav Vyzula,ANO,M,4,33
Radek Zlesák,ANO,A,4,33
Ivan Adamec,ODS,0,4,33
Jan Bauer,ODS,A,4,33
Martin Baxa,ODS,A,4,33
Petr Beitl,ODS,A,4,33
Marek Benda,ODS,Z,4,33
Stanislav Blaha,ODS,A,4,33
Pavel Blažek,ODS,Z,4,33
