Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,19,219
Andrej Babiš,ANO,M,19,219
Andrea Babišová,ANO,A,19,219
Margita Balaštíková,ANO,A,19,219
Josef Bělica,ANO,A,19,219
Stanislav Berkovec,ANO,A,19,219
Jiří Bláha,ANO,A,19,219
Richard Brabec,ANO,A,19,219
Milan Brázdil,ANO,A,19,219
Andrea Brzobohatá,ANO,A,19,219
Jaroslav Bžoch,ANO,A,19,219
Monika Červíčková,ANO,A,19,219
Klára Dostálová,ANO,A,19,219
Lenka Dražilová,ANO,A,19,219
Jaroslav Faltýnek,ANO,A,19,219
Kamal Farhan,ANO,A,19,219
Milan Feranec,ANO,A,19,219
Eva Fialová,ANO,A,19,219
Stanislav Fridrich,ANO,A,19,219
Josef Hájek,ANO,A,19,219
Milan Hnilička,ANO,M,19,219
Ivan Jáč,ANO,M,19,219
Miloslav Janulík,ANO,A,19,219
Aleš Juchelka,ANO,A,19,219
Pavel Juříček,ANO,A,19,219
Adam Kalous,ANO,A,19,219
David Kasal,ANO,A,19,219
Tomáš Kohoutek,ANO,A,19,219
Martin Kolovratník,ANO,A,19,219
Barbora Kořanová,ANO,A,19,219
Josef Kott,ANO,A,19,219
Robert Králíček,ANO,M,19,219
Roman Kubíček,ANO,A,19,219
Jan Kubík,ANO,A,19,219
Jaroslav Kytýr,ANO,A,19,219
Taťána Malá,ANO,A,19,219
Přemysl Mališ,ANO,A,19,219
Jiří Mašek,ANO,A,19,219
Eva Matyášová,ANO,A,19,219
Radka Maxová,ANO,A,19,219
Marcela Melková,ANO,A,19,219
Jana Mračková Vildumetzová,ANO,A,19,219
Patrik Nacher,ANO,A,19,219
Marek Novák,ANO,A,19,219
Monika Oborná,ANO,A,19,219
Ladislav Okleštěk,ANO,A,19,219
Zuzana Ožanová,ANO,A,19,219
Jana Pastuchová,ANO,A,19,219
František Petrtýl,ANO,A,19,219
Pavel Plzák,ANO,A,19,219
Milan Pour,ANO,A,19,219
David Pražák,ANO,A,19,219
Věra Procházková,ANO,A,19,219
Pavel Pustějovský,ANO,A,19,219
Karel Rais,ANO,A,19,219
Michal Ratiborský,ANO,A,19,219
Jan Richter,ANO,A,19,219
Miloslava Rutová,ANO,A,19,219
Pavel Růžička,ANO,A,19,219
Jan Řehounek,ANO,A,19,219
Petr Sadovský,ANO,A,19,219
Jan Schiller,ANO,Z,19,219
Pavel Staněk,ANO,A,19,219
Jiří Strýček,ANO,A,19,219
Karla Šlechtová,ANO,A,19,219
Julius Špičák,ANO,A,19,219
David Štolpa,ANO,A,19,219
Dan Ťok,ANO,A,19,219
Karel Tureček,ANO,A,19,219
Helena Válková,ANO,A,19,219
Petr Venhoda,ANO,A,19,219
Adam Vojtěch,ANO,A,19,219
Jan Volný,ANO,A,19,219
Radek Vondráček,ANO,A,19,219
Ivo Vondrák,ANO,A,19,219
Petr Vrána,ANO,A,19,219
Rostislav Vyzula,ANO,A,19,219
Radek Zlesák,ANO,A,19,219
Ivan Adamec,ODS,Z,19,219
Jan Bauer,ODS,Z,19,219
Martin Baxa,ODS,Z,19,219
Petr Beitl,ODS,Z,19,219
Marek Benda,ODS,Z,19,219
Stanislav Blaha,ODS,Z,19,219
Pavel Blažek,ODS,Z,19,219
Jana Černochová,ODS,Z,19,219
Petr Fiala,ODS,0,19,219
Jakub Janda,ODS,Z,19,219
Václav Klaus,ODS,Z,19,219
Karel Krejza,ODS,Z,19,219
Martin Kupka,ODS,Z,19,219
Zuzana Majerová Zahradníková,ODS,Z,19,219
Jaroslav Martinů,ODS,Z,19,219
Ilona Mauritzová,ODS,Z,19,219
Vojtěch Munzar,ODS,Z,19,219
Miroslava Němcová,ODS,Z,19,219
Jan Skopeček,ODS,Z,19,219
Zbyněk Stanjura,ODS,0,19,219
Bohuslav Svoboda,ODS,Z,19,219
Jiří Ventruba,ODS,Z,19,219
Veronika Vrecionová,ODS,Z,19,219
Jan Zahradník,ODS,Z,19,219
Pavel Žáček,ODS,Z,19,219
Dana Balcarová,Piráti,A,19,219
Lukáš Bartoň,Piráti,A,19,219
Ivan Bartoš,Piráti,Z,19,219
Lukáš Černohorský,Piráti,A,19,219
František Elfmark,Piráti,M,19,219
Mikuláš Ferjenčík,Piráti,Z,19,219
Radek Holomčík,Piráti,A,19,219
Martin Jiránek,Piráti,A,19,219
Lukáš Kolářík,Piráti,A,19,219
František Kopřiva,Piráti,A,19,219
Lenka Kozlová,Piráti,M,19,219
Jan Lipavský,Piráti,A,19,219
Tomáš Martínek,Piráti,A,19,219
Jakub Michálek,Piráti,Z,19,219
Mikuláš Peksa,Piráti,Z,19,219
Vojtěch Pikal,Piráti,A,19,219
Ondřej Polanský,Piráti,A,19,219
Jan Pošvář,Piráti,A,19,219
Ondřej Profant,Piráti,A,19,219
Olga Richterová,Piráti,A,19,219
Petr Třešňák,Piráti,A,19,219
Tomáš Vymazal,Piráti,A,19,219
Marian Bojko,SPD,A,19,219
Jaroslav Dvořák,SPD,A,19,219
Radim Fiala,SPD,A,19,219
Jaroslav Holík,SPD,A,19,219
Jan Hrnčíř,SPD,A,19,219
Tereza Hyťhová,SPD,M,19,219
Monika Jarošová,SPD,A,19,219
Pavel Jelínek,SPD,A,19,219
Jiří Kobza,SPD,A,19,219
Jiří Kohoutek,SPD,A,19,219
Radek Koten,SPD,A,19,219
Jana Levová,SPD,A,19,219
Karla Maříková,SPD,A,19,219
Ivana Nevludová,SPD,A,19,219
Tomio Okamura,SPD,M,19,219
Zdeněk Podal,SPD,A,19,219
Miloslav Rozner,SPD,A,19,219
Radek Rozvoral,SPD,A,19,219
Lucie Šafránková,SPD,A,19,219
Lubomír Španěl,SPD,M,19,219
Radovan Vích,SPD,A,19,219
Lubomír Volný,SPD,A,19,219
Jiří Běhounek,ČSSD,A,19,219
Jan Birke,ČSSD,A,19,219
Petr Dolínek,ČSSD,A,19,219
Jaroslav Foldyna,ČSSD,A,19,219
Alena Gajdůšková,ČSSD,A,19,219
Jan Hamáček,ČSSD,0,19,219
Tomáš Hanzel,ČSSD,A,19,219
Milan Chovanec,ČSSD,M,19,219
Jan Chvojka,ČSSD,A,19,219
Roman Onderka,ČSSD,A,19,219
Roman Sklenák,ČSSD,A,19,219
Antonín Staněk,ČSSD,A,19,219
Kateřina Valachová,ČSSD,A,19,219
Ondřej Veselý,ČSSD,A,19,219
Lubomír Zaorálek,ČSSD,A,19,219
Hana Aulická Jírovcová,KSČM,A,19,219
Alexander Černý,KSČM,A,19,219
Jiří Dolejš,KSČM,A,19,219
Vojtěch Filip,KSČM,0,19,219
Miroslav Grebeníček,KSČM,A,19,219
Stanislav Grospič,KSČM,A,19,219
Vladimír Koníček,KSČM,Z,19,219
Pavel Kováčik,KSČM,A,19,219
Leo Luzar,KSČM,M,19,219
Květa Matušovská,KSČM,0,19,219
Zdeněk Ondráček,KSČM,A,19,219
Daniel Pawlas,KSČM,A,19,219
Ivo Pojezný,KSČM,A,19,219
Jiří Valenta,KSČM,A,19,219
Miloslava Vostrá,KSČM,A,19,219
Jan Bartošek,KDU-ČSL,A,19,219
Pavel Bělobrádek,KDU-ČSL,Z,19,219
Ondřej Benešík,KDU-ČSL,A,19,219
Jan Čižinský,KDU-ČSL,A,19,219
Pavla Golasowská,KDU-ČSL,A,19,219
Stanislav Juránek,KDU-ČSL,A,19,219
Marian Jurečka,KDU-ČSL,A,19,219
Vít Kaňkovský,KDU-ČSL,A,19,219
Jiří Mihola,KDU-ČSL,A,19,219
Marek Výborný,KDU-ČSL,A,19,219
Dominik Feri,TOP09,Z,19,219
Miroslav Kalousek,TOP09,Z,19,219
Helena Langšádlová,TOP09,Z,19,219
Markéta Pekarová Adamová,TOP09,Z,19,219
Karel Schwarzenberg,TOP09,A,19,219
František Vácha,TOP09,Z,19,219
Vlastimil Válek,TOP09,Z,19,219
Jan Farský,STAN,A,19,219
Petr Gazdík,STAN,A,19,219
Věra Kovářová,STAN,A,19,219
Jana Krutáková,STAN,A,19,219
Petr Pávek,STAN,A,19,219
Vít Rakušan,STAN,A,19,219
