Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,2,67
Andrej Babiš,ANO,M,2,67
Andrea Babišová,ANO,A,2,67
Margita Balaštíková,ANO,Z,2,67
Josef Bělica,ANO,A,2,67
Stanislav Berkovec,ANO,A,2,67
Jiří Bláha,ANO,A,2,67
Richard Brabec,ANO,A,2,67
Milan Brázdil,ANO,A,2,67
Andrea Brzobohatá,ANO,A,2,67
Jaroslav Bžoch,ANO,A,2,67
Klára Dostálová,ANO,A,2,67
Lenka Dražilová,ANO,A,2,67
Jaroslav Faltýnek,ANO,A,2,67
Kamal Farhan,ANO,A,2,67
Milan Feranec,ANO,A,2,67
Eva Fialová,ANO,A,2,67
Stanislav Fridrich,ANO,A,2,67
Josef Hájek,ANO,A,2,67
Milan Hnilička,ANO,A,2,67
Ivan Jáč,ANO,A,2,67
Miloslav Janulík,ANO,A,2,67
Aleš Juchelka,ANO,A,2,67
Pavel Juříček,ANO,A,2,67
Adam Kalous,ANO,A,2,67
David Kasal,ANO,A,2,67
Tomáš Kohoutek,ANO,0,2,67
Martin Kolovratník,ANO,A,2,67
Barbora Kořanová,ANO,A,2,67
Josef Kott,ANO,M,2,67
Robert Králíček,ANO,A,2,67
Roman Kubíček,ANO,A,2,67
Jan Kubík,ANO,A,2,67
Jaroslav Kytýr,ANO,A,2,67
Taťána Malá,ANO,A,2,67
Přemysl Mališ,ANO,A,2,67
Jiří Mašek,ANO,A,2,67
Eva Matyášová,ANO,A,2,67
Radka Maxová,ANO,A,2,67
Marcela Melková,ANO,A,2,67
Jana Mračková Vildumetzová,ANO,A,2,67
Patrik Nacher,ANO,M,2,67
Marek Novák,ANO,A,2,67
Monika Oborná,ANO,A,2,67
Ladislav Okleštěk,ANO,A,2,67
Zuzana Ožanová,ANO,A,2,67
Jana Pastuchová,ANO,A,2,67
Robert Pelikán,ANO,A,2,67
František Petrtýl,ANO,A,2,67
Pavel Plzák,ANO,A,2,67
Milan Pour,ANO,A,2,67
David Pražák,ANO,A,2,67
Věra Procházková,ANO,A,2,67
Pavel Pustějovský,ANO,A,2,67
Karel Rais,ANO,A,2,67
Michal Ratiborský,ANO,A,2,67
Jan Richter,ANO,A,2,67
Miloslava Rutová,ANO,A,2,67
Pavel Růžička,ANO,A,2,67
Jan Řehounek,ANO,A,2,67
Petr Sadovský,ANO,A,2,67
Jan Schiller,ANO,A,2,67
Pavel Staněk,ANO,A,2,67
Martin Stropnický,ANO,A,2,67
Jiří Strýček,ANO,A,2,67
Karla Šlechtová,ANO,M,2,67
Julius Špičák,ANO,A,2,67
David Štolpa,ANO,A,2,67
Dan Ťok,ANO,A,2,67
Karel Tureček,ANO,A,2,67
Helena Válková,ANO,A,2,67
Adam Vojtěch,ANO,A,2,67
Jan Volný,ANO,A,2,67
Radek Vondráček,ANO,A,2,67
Ivo Vondrák,ANO,A,2,67
Petr Vrána,ANO,A,2,67
