Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,12,28
Andrej Babiš,ANO,A,12,28
Andrea Babišová,ANO,A,12,28
Margita Balaštíková,ANO,A,12,28
Josef Bělica,ANO,A,12,28
Stanislav Berkovec,ANO,A,12,28
Jiří Bláha,ANO,A,12,28
Richard Brabec,ANO,A,12,28
Milan Brázdil,ANO,A,12,28
Andrea Brzobohatá,ANO,A,12,28
Jaroslav Bžoch,ANO,A,12,28
Klára Dostálová,ANO,A,12,28
Lenka Dražilová,ANO,A,12,28
Jaroslav Faltýnek,ANO,A,12,28
Kamal Farhan,ANO,A,12,28
Milan Feranec,ANO,A,12,28
Eva Fialová,ANO,A,12,28
Stanislav Fridrich,ANO,A,12,28
Josef Hájek,ANO,A,12,28
Milan Hnilička,ANO,A,12,28
Ivan Jáč,ANO,A,12,28
Miloslav Janulík,ANO,A,12,28
Aleš Juchelka,ANO,A,12,28
Pavel Juříček,ANO,A,12,28
Adam Kalous,ANO,A,12,28
David Kasal,ANO,A,12,28
Tomáš Kohoutek,ANO,A,12,28
Martin Kolovratník,ANO,A,12,28
Barbora Kořanová,ANO,A,12,28
Josef Kott,ANO,A,12,28
Robert Králíček,ANO,A,12,28
Roman Kubíček,ANO,A,12,28
Jan Kubík,ANO,A,12,28
Jaroslav Kytýr,ANO,A,12,28
Taťána Malá,ANO,A,12,28
Přemysl Mališ,ANO,A,12,28
Jiří Mašek,ANO,A,12,28
Eva Matyášová,ANO,A,12,28
Radka Maxová,ANO,A,12,28
Marcela Melková,ANO,A,12,28
Jana Mračková Vildumetzová,ANO,A,12,28
Patrik Nacher,ANO,A,12,28
Marek Novák,ANO,A,12,28
Monika Oborná,ANO,A,12,28
Ladislav Okleštěk,ANO,A,12,28
Zuzana Ožanová,ANO,A,12,28
Jana Pastuchová,ANO,A,12,28
Robert Pelikán,ANO,0,12,28
František Petrtýl,ANO,A,12,28
Pavel Plzák,ANO,A,12,28
Milan Pour,ANO,A,12,28
David Pražák,ANO,A,12,28
Věra Procházková,ANO,A,12,28
Pavel Pustějovský,ANO,A,12,28
Karel Rais,ANO,A,12,28
Michal Ratiborský,ANO,A,12,28
Jan Richter,ANO,A,12,28
Miloslava Rutová,ANO,A,12,28
Pavel Růžička,ANO,A,12,28
Jan Řehounek,ANO,A,12,28
Petr Sadovský,ANO,A,12,28
Jan Schiller,ANO,A,12,28
Pavel Staněk,ANO,A,12,28
Martin Stropnický,ANO,A,12,28
Jiří Strýček,ANO,A,12,28
Karla Šlechtová,ANO,M,12,28
Julius Špičák,ANO,A,12,28
David Štolpa,ANO,A,12,28
Dan Ťok,ANO,A,12,28
Karel Tureček,ANO,A,12,28
Helena Válková,ANO,A,12,28
Adam Vojtěch,ANO,A,12,28
Jan Volný,ANO,A,12,28
Radek Vondráček,ANO,A,12,28
Ivo Vondrák,ANO,A,12,28
Petr Vrána,ANO,A,12,28
Rostislav Vyzula,ANO,A,12,28
Radek Zlesák,ANO,A,12,28
Ivan Adamec,ODS,A,12,28
Jan Bauer,ODS,A,12,28
Martin Baxa,ODS,A,12,28
Petr Beitl,ODS,A,12,28
Marek Benda,ODS,A,12,28
Stanislav Blaha,ODS,A,12,28
Pavel Blažek,ODS,A,12,28
Jana Černochová,ODS,A,12,28
Petr Fiala,ODS,A,12,28
