Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,N,28,166
Andrej Babiš,ANO,M,28,166
Andrea Babišová,ANO,N,28,166
Margita Balaštíková,ANO,N,28,166
Josef Bělica,ANO,N,28,166
Stanislav Berkovec,ANO,N,28,166
Jiří Bláha,ANO,N,28,166
Richard Brabec,ANO,N,28,166
Milan Brázdil,ANO,N,28,166
Andrea Brzobohatá,ANO,N,28,166
Jaroslav Bžoch,ANO,N,28,166
Monika Červíčková,ANO,N,28,166
Klára Dostálová,ANO,M,28,166
Lenka Dražilová,ANO,N,28,166
Jaroslav Faltýnek,ANO,N,28,166
Kamal Farhan,ANO,N,28,166
Milan Feranec,ANO,N,28,166
Eva Fialová,ANO,N,28,166
Stanislav Fridrich,ANO,N,28,166
Josef Hájek,ANO,N,28,166
Milan Hnilička,ANO,N,28,166
Ivan Jáč,ANO,N,28,166
Miloslav Janulík,ANO,N,28,166
Aleš Juchelka,ANO,N,28,166
Pavel Juříček,ANO,M,28,166
Iva Kalátová,ANO,N,28,166
Adam Kalous,ANO,N,28,166
David Kasal,ANO,N,28,166
Tomáš Kohoutek,ANO,N,28,166
Martin Kolovratník,ANO,N,28,166
Barbora Kořanová,ANO,N,28,166
Josef Kott,ANO,N,28,166
Robert Králíček,ANO,Z,28,166
Roman Kubíček,ANO,N,28,166
Jan Kubík,ANO,N,28,166
Jaroslav Kytýr,ANO,N,28,166
Taťána Malá,ANO,N,28,166
Přemysl Mališ,ANO,N,28,166
Jiří Mašek,ANO,N,28,166
Eva Matyášová,ANO,N,28,166
Radka Maxová,ANO,N,28,166
Marcela Melková,ANO,N,28,166
Jana Mračková Vildumetzová,ANO,N,28,166
Patrik Nacher,ANO,Z,28,166
Marek Novák,ANO,N,28,166
Monika Oborná,ANO,N,28,166
Ladislav Okleštěk,ANO,N,28,166
Zuzana Ožanová,ANO,M,28,166
Jana Pastuchová,ANO,N,28,166
František Petrtýl,ANO,N,28,166
Pavel Plzák,ANO,N,28,166
Milan Pour,ANO,N,28,166
David Pražák,ANO,N,28,166
Věra Procházková,ANO,N,28,166
Pavel Pustějovský,ANO,M,28,166
Karel Rais,ANO,N,28,166
Michal Ratiborský,ANO,N,28,166
Jan Richter,ANO,N,28,166
Miloslava Rutová,ANO,N,28,166
Pavel Růžička,ANO,N,28,166
Jan Řehounek,ANO,N,28,166
Petr Sadovský,ANO,N,28,166
Jan Schiller,ANO,N,28,166
Pavel Staněk,ANO,Z,28,166
Jiří Strýček,ANO,N,28,166
Karla Šlechtová,ANO,N,28,166
Julius Špičák,ANO,N,28,166
David Štolpa,ANO,N,28,166
Karel Tureček,ANO,N,28,166
Helena Válková,ANO,N,28,166
Petr Venhoda,ANO,Z,28,166
Adam Vojtěch,ANO,Z,28,166
Jan Volný,ANO,N,28,166
Radek Vondráček,ANO,M,28,166
Ivo Vondrák,ANO,N,28,166
Petr Vrána,ANO,Z,28,166
Rostislav Vyzula,ANO,N,28,166
Radek Zlesák,ANO,N,28,166
Ivan Adamec,ODS,A,28,166
Jan Bauer,ODS,M,28,166
Martin Baxa,ODS,A,28,166
Petr Beitl,ODS,A,28,166
Marek Benda,ODS,A,28,166
Stanislav Blaha,ODS,A,28,166
Pavel Blažek,ODS,A,28,166
Jana Černochová,ODS,A,28,166
Petr Fiala,ODS,A,28,166
Jakub Janda,ODS,A,28,166
Karel Krejza,ODS,A,28,166
Martin Kupka,ODS,A,28,166
Jaroslav Martinů,ODS,A,28,166
Ilona Mauritzová,ODS,A,28,166
Vojtěch Munzar,ODS,A,28,166
Miroslava Němcová,ODS,A,28,166
Jan Skopeček,ODS,A,28,166
Zbyněk Stanjura,ODS,A,28,166
