Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,0,24,47
Andrej Babiš,ANO,M,24,47
Andrea Babišová,ANO,M,24,47
Margita Balaštíková,ANO,0,24,47
Josef Bělica,ANO,Z,24,47
Stanislav Berkovec,ANO,Z,24,47
Jiří Bláha,ANO,0,24,47
Richard Brabec,ANO,0,24,47
Milan Brázdil,ANO,0,24,47
Andrea Brzobohatá,ANO,0,24,47
Jaroslav Bžoch,ANO,Z,24,47
Monika Červíčková,ANO,Z,24,47
Klára Dostálová,ANO,Z,24,47
Lenka Dražilová,ANO,M,24,47
Jaroslav Faltýnek,ANO,0,24,47
Kamal Farhan,ANO,Z,24,47
Milan Feranec,ANO,0,24,47
Eva Fialová,ANO,0,24,47
Stanislav Fridrich,ANO,Z,24,47
Josef Hájek,ANO,0,24,47
Milan Hnilička,ANO,Z,24,47
Ivan Jáč,ANO,Z,24,47
Miloslav Janulík,ANO,M,24,47
Aleš Juchelka,ANO,Z,24,47
Pavel Juříček,ANO,0,24,47
Adam Kalous,ANO,M,24,47
David Kasal,ANO,M,24,47
Tomáš Kohoutek,ANO,0,24,47
Martin Kolovratník,ANO,Z,24,47
Barbora Kořanová,ANO,Z,24,47
Josef Kott,ANO,M,24,47
Robert Králíček,ANO,Z,24,47
Roman Kubíček,ANO,Z,24,47
Jan Kubík,ANO,Z,24,47
Jaroslav Kytýr,ANO,M,24,47
Taťána Malá,ANO,0,24,47
Přemysl Mališ,ANO,Z,24,47
Jiří Mašek,ANO,0,24,47
Eva Matyášová,ANO,0,24,47
Radka Maxová,ANO,M,24,47
Marcela Melková,ANO,0,24,47
Jana Mračková Vildumetzová,ANO,0,24,47
Patrik Nacher,ANO,M,24,47
Marek Novák,ANO,Z,24,47
Monika Oborná,ANO,0,24,47
Ladislav Okleštěk,ANO,0,24,47
Zuzana Ožanová,ANO,Z,24,47
Jana Pastuchová,ANO,M,24,47
František Petrtýl,ANO,Z,24,47
Pavel Plzák,ANO,0,24,47
Milan Pour,ANO,Z,24,47
David Pražák,ANO,Z,24,47
Věra Procházková,ANO,0,24,47
Pavel Pustějovský,ANO,0,24,47
Karel Rais,ANO,0,24,47
