Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,18,6
Andrej Babiš,ANO,A,18,6
Andrea Babišová,ANO,A,18,6
Margita Balaštíková,ANO,A,18,6
Josef Bělica,ANO,A,18,6
Stanislav Berkovec,ANO,A,18,6
Jiří Bláha,ANO,Z,18,6
Richard Brabec,ANO,A,18,6
Milan Brázdil,ANO,A,18,6
Andrea Brzobohatá,ANO,A,18,6
Jaroslav Bžoch,ANO,A,18,6
Monika Červíčková,ANO,A,18,6
Klára Dostálová,ANO,A,18,6
Lenka Dražilová,ANO,M,18,6
Jaroslav Faltýnek,ANO,A,18,6
Kamal Farhan,ANO,A,18,6
Milan Feranec,ANO,A,18,6
Eva Fialová,ANO,A,18,6
Stanislav Fridrich,ANO,A,18,6
Josef Hájek,ANO,A,18,6
Milan Hnilička,ANO,A,18,6
Ivan Jáč,ANO,A,18,6
Miloslav Janulík,ANO,A,18,6
Aleš Juchelka,ANO,A,18,6
Pavel Juříček,ANO,A,18,6
Adam Kalous,ANO,A,18,6
David Kasal,ANO,A,18,6
Tomáš Kohoutek,ANO,A,18,6
Martin Kolovratník,ANO,M,18,6
Barbora Kořanová,ANO,A,18,6
Josef Kott,ANO,A,18,6
Robert Králíček,ANO,A,18,6
Roman Kubíček,ANO,A,18,6
Jan Kubík,ANO,A,18,6
Jaroslav Kytýr,ANO,A,18,6
Taťána Malá,ANO,A,18,6
Přemysl Mališ,ANO,A,18,6
Jiří Mašek,ANO,A,18,6
Eva Matyášová,ANO,A,18,6
Radka Maxová,ANO,M,18,6
Marcela Melková,ANO,A,18,6
Jana Mračková Vildumetzová,ANO,A,18,6
Patrik Nacher,ANO,A,18,6
Marek Novák,ANO,A,18,6
Monika Oborná,ANO,A,18,6
Ladislav Okleštěk,ANO,A,18,6
Zuzana Ožanová,ANO,A,18,6
Jana Pastuchová,ANO,M,18,6
František Petrtýl,ANO,A,18,6
Pavel Plzák,ANO,A,18,6
Milan Pour,ANO,A,18,6
David Pražák,ANO,A,18,6
Věra Procházková,ANO,A,18,6
Pavel Pustějovský,ANO,M,18,6
Karel Rais,ANO,A,18,6
Michal Ratiborský,ANO,A,18,6
Jan Richter,ANO,A,18,6
Miloslava Rutová,ANO,A,18,6
Pavel Růžička,ANO,A,18,6
Jan Řehounek,ANO,Z,18,6
Petr Sadovský,ANO,A,18,6
Jan Schiller,ANO,A,18,6
Pavel Staněk,ANO,A,18,6
Martin Stropnický,ANO,A,18,6
Jiří Strýček,ANO,A,18,6
Karla Šlechtová,ANO,A,18,6
Julius Špičák,ANO,A,18,6
David Štolpa,ANO,A,18,6
Dan Ťok,ANO,A,18,6
Karel Tureček,ANO,A,18,6
Helena Válková,ANO,A,18,6
Adam Vojtěch,ANO,M,18,6
Jan Volný,ANO,A,18,6
Radek Vondráček,ANO,Z,18,6
Ivo Vondrák,ANO,A,18,6
Petr Vrána,ANO,A,18,6
Rostislav Vyzula,ANO,A,18,6
Radek Zlesák,ANO,A,18,6
Ivan Adamec,ODS,M,18,6
Jan Bauer,ODS,M,18,6
Martin Baxa,ODS,Z,18,6
Petr Beitl,ODS,Z,18,6
Marek Benda,ODS,Z,18,6
Stanislav Blaha,ODS,M,18,6
Pavel Blažek,ODS,Z,18,6
Jana Černochová,ODS,Z,18,6
Petr Fiala,ODS,Z,18,6
Jakub Janda,ODS,Z,18,6
Václav Klaus,ODS,Z,18,6
Karel Krejza,ODS,Z,18,6
Martin Kupka,ODS,Z,18,6
Zuzana Majerová Zahradníková,ODS,Z,18,6
Jaroslav Martinů,ODS,Z,18,6
Ilona Mauritzová,ODS,Z,18,6
Vojtěch Munzar,ODS,Z,18,6
Miroslava Němcová,ODS,M,18,6
Jan Skopeček,ODS,Z,18,6
Zbyněk Stanjura,ODS,Z,18,6
Bohuslav Svoboda,ODS,N,18,6
Jiří Ventruba,ODS,Z,18,6
Veronika Vrecionová,ODS,Z,18,6
Jan Zahradník,ODS,Z,18,6
Pavel Žáček,ODS,Z,18,6
Dana Balcarová,Piráti,A,18,6
Lukáš Bartoň,Piráti,A,18,6
Ivan Bartoš,Piráti,A,18,6
Lukáš Černohorský,Piráti,A,18,6
František Elfmark,Piráti,A,18,6
Mikuláš Ferjenčík,Piráti,Z,18,6
Radek Holomčík,Piráti,A,18,6
Martin Jiránek,Piráti,A,18,6
Lukáš Kolářík,Piráti,A,18,6
František Kopřiva,Piráti,A,18,6
Lenka Kozlová,Piráti,A,18,6
Jan Lipavský,Piráti,M,18,6
Tomáš Martínek,Piráti,A,18,6
Jakub Michálek,Piráti,A,18,6
Mikuláš Peksa,Piráti,Z,18,6
Vojtěch Pikal,Piráti,A,18,6
Ondřej Polanský,Piráti,A,18,6
Jan Pošvář,Piráti,A,18,6
Ondřej Profant,Piráti,A,18,6
