Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,26,118
Andrej Babiš,ANO,M,26,118
Andrea Babišová,ANO,A,26,118
Margita Balaštíková,ANO,A,26,118
Josef Bělica,ANO,A,26,118
Stanislav Berkovec,ANO,A,26,118
Jiří Bláha,ANO,A,26,118
Richard Brabec,ANO,M,26,118
Milan Brázdil,ANO,A,26,118
Andrea Brzobohatá,ANO,A,26,118
Jaroslav Bžoch,ANO,A,26,118
Monika Červíčková,ANO,A,26,118
Klára Dostálová,ANO,A,26,118
Lenka Dražilová,ANO,Z,26,118
Jaroslav Faltýnek,ANO,A,26,118
Kamal Farhan,ANO,A,26,118
Milan Feranec,ANO,A,26,118
Eva Fialová,ANO,Z,26,118
Stanislav Fridrich,ANO,A,26,118
Josef Hájek,ANO,Z,26,118
Milan Hnilička,ANO,A,26,118
Ivan Jáč,ANO,A,26,118
Miloslav Janulík,ANO,A,26,118
Aleš Juchelka,ANO,A,26,118
Pavel Juříček,ANO,A,26,118
Iva Kalátová,ANO,M,26,118
Adam Kalous,ANO,M,26,118
David Kasal,ANO,A,26,118
Tomáš Kohoutek,ANO,0,26,118
Martin Kolovratník,ANO,A,26,118
Barbora Kořanová,ANO,A,26,118
Josef Kott,ANO,A,26,118
Robert Králíček,ANO,A,26,118
Roman Kubíček,ANO,A,26,118
Jan Kubík,ANO,A,26,118
Jaroslav Kytýr,ANO,A,26,118
Taťána Malá,ANO,A,26,118
Přemysl Mališ,ANO,A,26,118
Jiří Mašek,ANO,0,26,118
Eva Matyášová,ANO,M,26,118
Radka Maxová,ANO,M,26,118
Marcela Melková,ANO,A,26,118
Jana Mračková Vildumetzová,ANO,A,26,118
Patrik Nacher,ANO,A,26,118
Marek Novák,ANO,A,26,118
Monika Oborná,ANO,Z,26,118
Ladislav Okleštěk,ANO,A,26,118
Zuzana Ožanová,ANO,A,26,118
Jana Pastuchová,ANO,A,26,118
František Petrtýl,ANO,A,26,118
Pavel Plzák,ANO,Z,26,118
Milan Pour,ANO,A,26,118
David Pražák,ANO,A,26,118
Věra Procházková,ANO,A,26,118
Pavel Pustějovský,ANO,A,26,118
Karel Rais,ANO,Z,26,118
Michal Ratiborský,ANO,A,26,118
Jan Richter,ANO,Z,26,118
Miloslava Rutová,ANO,A,26,118
Pavel Růžička,ANO,A,26,118
