Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,6,12
Andrej Babiš,ANO,A,6,12
Andrea Babišová,ANO,A,6,12
Margita Balaštíková,ANO,A,6,12
Josef Bělica,ANO,A,6,12
Stanislav Berkovec,ANO,A,6,12
Jiří Bláha,ANO,A,6,12
Richard Brabec,ANO,A,6,12
Milan Brázdil,ANO,A,6,12
Andrea Brzobohatá,ANO,A,6,12
Jaroslav Bžoch,ANO,A,6,12
Klára Dostálová,ANO,A,6,12
Lenka Dražilová,ANO,A,6,12
Jaroslav Faltýnek,ANO,A,6,12
Kamal Farhan,ANO,A,6,12
Milan Feranec,ANO,A,6,12
Eva Fialová,ANO,A,6,12
Stanislav Fridrich,ANO,A,6,12
Josef Hájek,ANO,A,6,12
Milan Hnilička,ANO,A,6,12
Ivan Jáč,ANO,A,6,12
Miloslav Janulík,ANO,A,6,12
Aleš Juchelka,ANO,A,6,12
Pavel Juříček,ANO,A,6,12
Adam Kalous,ANO,A,6,12
David Kasal,ANO,A,6,12
Tomáš Kohoutek,ANO,A,6,12
Martin Kolovratník,ANO,A,6,12
Barbora Kořanová,ANO,A,6,12
Josef Kott,ANO,A,6,12
Robert Králíček,ANO,A,6,12
Roman Kubíček,ANO,A,6,12
Jan Kubík,ANO,A,6,12
Jaroslav Kytýr,ANO,A,6,12
Taťána Malá,ANO,A,6,12
Přemysl Mališ,ANO,M,6,12
Jiří Mašek,ANO,A,6,12
Eva Matyášová,ANO,A,6,12
Radka Maxová,ANO,A,6,12
Marcela Melková,ANO,A,6,12
Jana Mračková Vildumetzová,ANO,A,6,12
Patrik Nacher,ANO,A,6,12
Marek Novák,ANO,A,6,12
Monika Oborná,ANO,A,6,12
Ladislav Okleštěk,ANO,A,6,12
Zuzana Ožanová,ANO,A,6,12
Jana Pastuchová,ANO,A,6,12
Robert Pelikán,ANO,A,6,12
František Petrtýl,ANO,A,6,12
Pavel Plzák,ANO,A,6,12
Milan Pour,ANO,A,6,12
David Pražák,ANO,M,6,12
Věra Procházková,ANO,A,6,12
Pavel Pustějovský,ANO,A,6,12
Karel Rais,ANO,A,6,12
Michal Ratiborský,ANO,A,6,12
Jan Richter,ANO,A,6,12
Miloslava Rutová,ANO,A,6,12
Pavel Růžička,ANO,A,6,12
Jan Řehounek,ANO,A,6,12
Petr Sadovský,ANO,A,6,12
Jan Schiller,ANO,A,6,12
Pavel Staněk,ANO,A,6,12
Martin Stropnický,ANO,M,6,12
Jiří Strýček,ANO,A,6,12
Karla Šlechtová,ANO,A,6,12
Julius Špičák,ANO,A,6,12
David Štolpa,ANO,A,6,12
Dan Ťok,ANO,A,6,12
Karel Tureček,ANO,A,6,12
Helena Válková,ANO,A,6,12
Adam Vojtěch,ANO,A,6,12
Jan Volný,ANO,A,6,12
Radek Vondráček,ANO,A,6,12
Ivo Vondrák,ANO,A,6,12
Petr Vrána,ANO,A,6,12
Rostislav Vyzula,ANO,A,6,12
Radek Zlesák,ANO,A,6,12
Ivan Adamec,ODS,M,6,12
Jan Bauer,ODS,A,6,12
Martin Baxa,ODS,A,6,12
Petr Beitl,ODS,A,6,12
Marek Benda,ODS,A,6,12
Stanislav Blaha,ODS,A,6,12
Pavel Blažek,ODS,0,6,12
Jana Černochová,ODS,A,6,12
Petr Fiala,ODS,A,6,12
Jakub Janda,ODS,A,6,12
Václav Klaus,ODS,A,6,12
Karel Krejza,ODS,A,6,12
Martin Kupka,ODS,A,6,12
Zuzana Majerová Zahradníková,ODS,M,6,12
Jaroslav Martinů,ODS,A,6,12
Ilona Mauritzová,ODS,A,6,12
Vojtěch Munzar,ODS,A,6,12
Miroslava Němcová,ODS,A,6,12
Jan Skopeček,ODS,A,6,12
Zbyněk Stanjura,ODS,A,6,12
Bohuslav Svoboda,ODS,A,6,12
Jiří Ventruba,ODS,A,6,12
Veronika Vrecionová,ODS,A,6,12
Jan Zahradník,ODS,A,6,12
Pavel Žáček,ODS,A,6,12
Dana Balcarová,Piráti,M,6,12
Lukáš Bartoň,Piráti,A,6,12
Ivan Bartoš,Piráti,A,6,12
Lukáš Černohorský,Piráti,A,6,12
František Elfmark,Piráti,Z,6,12
Mikuláš Ferjenčík,Piráti,A,6,12
Radek Holomčík,Piráti,A,6,12
Martin Jiránek,Piráti,A,6,12
Lukáš Kolářík,Piráti,0,6,12
František Kopřiva,Piráti,A,6,12
Lenka Kozlová,Piráti,A,6,12
Jan Lipavský,Piráti,A,6,12
Tomáš Martínek,Piráti,A,6,12
Jakub Michálek,Piráti,A,6,12
Mikuláš Peksa,Piráti,A,6,12
Vojtěch Pikal,Piráti,A,6,12
Ondřej Polanský,Piráti,A,6,12
Jan Pošvář,Piráti,A,6,12
Ondřej Profant,Piráti,A,6,12
Olga Richterová,Piráti,A,6,12
Petr Třešňák,Piráti,A,6,12
Tomáš Vymazal,Piráti,A,6,12
Marian Bojko,SPD,M,6,12
Jaroslav Dvořák,SPD,A,6,12
Radim Fiala,SPD,A,6,12
Jaroslav Holík,SPD,A,6,12
Jan Hrnčíř,SPD,A,6,12
Tereza Hyťhová,SPD,A,6,12
Monika Jarošová,SPD,A,6,12
Pavel Jelínek,SPD,M,6,12
Jiří Kobza,SPD,A,6,12
Jiří Kohoutek,SPD,A,6,12
Radek Koten,SPD,A,6,12
Jana Levová,SPD,A,6,12
Karla Maříková,SPD,A,6,12
Ivana Nevludová,SPD,A,6,12
Tomio Okamura,SPD,A,6,12
Zdeněk Podal,SPD,A,6,12
Miloslav Rozner,SPD,A,6,12
Radek Rozvoral,SPD,A,6,12
Lucie Šafránková,SPD,A,6,12
Lubomír Španěl,SPD,A,6,12
Radovan Vích,SPD,A,6,12
Lubomír Volný,SPD,A,6,12
Jiří Běhounek,ČSSD,A,6,12
Jan Birke,ČSSD,A,6,12
Petr Dolínek,ČSSD,A,6,12
Jaroslav Foldyna,ČSSD,A,6,12
Alena Gajdůšková,ČSSD,A,6,12
Jan Hamáček,ČSSD,0,6,12
Tomáš Hanzel,ČSSD,A,6,12
Milan Chovanec,ČSSD,A,6,12
Jan Chvojka,ČSSD,A,6,12
Roman Onderka,ČSSD,A,6,12
Bohuslav Sobotka,ČSSD,A,6,12
Antonín Staněk,ČSSD,M,6,12
Kateřina Valachová,ČSSD,A,6,12
Ondřej Veselý,ČSSD,A,6,12
Lubomír Zaorálek,ČSSD,A,6,12
Hana Aulická Jírovcová,KSČM,A,6,12
Alexander Černý,KSČM,A,6,12
Jiří Dolejš,KSČM,A,6,12
Vojtěch Filip,KSČM,A,6,12
Miroslav Grebeníček,KSČM,A,6,12
Stanislav Grospič,KSČM,A,6,12
Vladimír Koníček,KSČM,A,6,12
Pavel Kováčik,KSČM,Z,6,12
Leo Luzar,KSČM,A,6,12
Květa Matušovská,KSČM,M,6,12
Zdeněk Ondráček,KSČM,A,6,12
Daniel Pawlas,KSČM,A,6,12
Ivo Pojezný,KSČM,A,6,12
Jiří Valenta,KSČM,A,6,12
Miloslava Vostrá,KSČM,A,6,12
Jan Bartošek,KDU-ČSL,A,6,12
Pavel Bělobrádek,KDU-ČSL,A,6,12
Ondřej Benešík,KDU-ČSL,Z,6,12
Jan Čižinský,KDU-ČSL,A,6,12
Pavla Golasowská,KDU-ČSL,A,6,12
Stanislav Juránek,KDU-ČSL,A,6,12
Marian Jurečka,KDU-ČSL,A,6,12
Vít Kaňkovský,KDU-ČSL,A,6,12
Jiří Mihola,KDU-ČSL,A,6,12
Marek Výborný,KDU-ČSL,A,6,12
Dominik Feri,TOP09,A,6,12
Miroslav Kalousek,TOP09,A,6,12
Helena Langšádlová,TOP09,A,6,12
Markéta Pekarová Adamová,TOP09,A,6,12
Karel Schwarzenberg,TOP09,A,6,12
František Vácha,TOP09,A,6,12
Vlastimil Válek,TOP09,A,6,12
Jan Farský,STAN,A,6,12
Petr Gazdík,STAN,A,6,12
Věra Kovářová,STAN,Z,6,12
Jana Krutáková,STAN,A,6,12
Petr Pávek,STAN,A,6,12
Vít Rakušan,STAN,A,6,12
