Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,Z,15,101
Andrej Babiš,ANO,M,15,101
Andrea Babišová,ANO,M,15,101
Margita Balaštíková,ANO,Z,15,101
Josef Bělica,ANO,Z,15,101
Stanislav Berkovec,ANO,Z,15,101
Jiří Bláha,ANO,Z,15,101
Richard Brabec,ANO,Z,15,101
Milan Brázdil,ANO,Z,15,101
Andrea Brzobohatá,ANO,M,15,101
Jaroslav Bžoch,ANO,Z,15,101
Monika Červíčková,ANO,Z,15,101
Klára Dostálová,ANO,Z,15,101
Lenka Dražilová,ANO,Z,15,101
Jaroslav Faltýnek,ANO,0,15,101
Kamal Farhan,ANO,Z,15,101
Milan Feranec,ANO,Z,15,101
Eva Fialová,ANO,Z,15,101
Stanislav Fridrich,ANO,Z,15,101
Josef Hájek,ANO,M,15,101
Milan Hnilička,ANO,Z,15,101
Ivan Jáč,ANO,A,15,101
Miloslav Janulík,ANO,M,15,101
Aleš Juchelka,ANO,Z,15,101
Pavel Juříček,ANO,M,15,101
Adam Kalous,ANO,Z,15,101
David Kasal,ANO,Z,15,101
Tomáš Kohoutek,ANO,Z,15,101
Martin Kolovratník,ANO,M,15,101
Barbora Kořanová,ANO,Z,15,101
Josef Kott,ANO,Z,15,101
Robert Králíček,ANO,Z,15,101
Roman Kubíček,ANO,Z,15,101
Jan Kubík,ANO,Z,15,101
Jaroslav Kytýr,ANO,M,15,101
Taťána Malá,ANO,Z,15,101
Přemysl Mališ,ANO,Z,15,101
Jiří Mašek,ANO,M,15,101
Eva Matyášová,ANO,0,15,101
Radka Maxová,ANO,Z,15,101
Marcela Melková,ANO,0,15,101
Jana Mračková Vildumetzová,ANO,M,15,101
Patrik Nacher,ANO,Z,15,101
Marek Novák,ANO,Z,15,101
Monika Oborná,ANO,Z,15,101
Ladislav Okleštěk,ANO,Z,15,101
Zuzana Ožanová,ANO,Z,15,101
Jana Pastuchová,ANO,Z,15,101
František Petrtýl,ANO,Z,15,101
Pavel Plzák,ANO,Z,15,101
Milan Pour,ANO,M,15,101
David Pražák,ANO,Z,15,101
Věra Procházková,ANO,0,15,101
Pavel Pustějovský,ANO,Z,15,101
Karel Rais,ANO,Z,15,101
Michal Ratiborský,ANO,Z,15,101
Jan Richter,ANO,Z,15,101
Miloslava Rutová,ANO,Z,15,101
Pavel Růžička,ANO,Z,15,101
Jan Řehounek,ANO,M,15,101
Petr Sadovský,ANO,N,15,101
Jan Schiller,ANO,Z,15,101
Pavel Staněk,ANO,M,15,101
Martin Stropnický,ANO,M,15,101
Jiří Strýček,ANO,Z,15,101
Karla Šlechtová,ANO,0,15,101
Julius Špičák,ANO,0,15,101
David Štolpa,ANO,Z,15,101
Dan Ťok,ANO,0,15,101
Karel Tureček,ANO,Z,15,101
Helena Válková,ANO,Z,15,101
Adam Vojtěch,ANO,0,15,101
Jan Volný,ANO,M,15,101
Radek Vondráček,ANO,0,15,101
Ivo Vondrák,ANO,M,15,101
Petr Vrána,ANO,Z,15,101
Rostislav Vyzula,ANO,M,15,101
Radek Zlesák,ANO,M,15,101
Ivan Adamec,ODS,M,15,101
Jan Bauer,ODS,A,15,101
Martin Baxa,ODS,A,15,101
Petr Beitl,ODS,A,15,101
Marek Benda,ODS,A,15,101
Stanislav Blaha,ODS,M,15,101
Pavel Blažek,ODS,0,15,101
Jana Černochová,ODS,0,15,101
Petr Fiala,ODS,0,15,101
Jakub Janda,ODS,A,15,101
Václav Klaus,ODS,0,15,101
Karel Krejza,ODS,A,15,101
Martin Kupka,ODS,A,15,101
Zuzana Majerová Zahradníková,ODS,0,15,101
