Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,19,193
Andrej Babiš,ANO,M,19,193
Andrea Babišová,ANO,M,19,193
Margita Balaštíková,ANO,A,19,193
Josef Bělica,ANO,A,19,193
Stanislav Berkovec,ANO,A,19,193
Jiří Bláha,ANO,A,19,193
Richard Brabec,ANO,A,19,193
Milan Brázdil,ANO,A,19,193
Andrea Brzobohatá,ANO,A,19,193
Jaroslav Bžoch,ANO,M,19,193
Monika Červíčková,ANO,A,19,193
Klára Dostálová,ANO,A,19,193
Lenka Dražilová,ANO,A,19,193
Jaroslav Faltýnek,ANO,A,19,193
Kamal Farhan,ANO,A,19,193
Milan Feranec,ANO,A,19,193
Eva Fialová,ANO,Z,19,193
Stanislav Fridrich,ANO,A,19,193
Josef Hájek,ANO,M,19,193
Milan Hnilička,ANO,A,19,193
Ivan Jáč,ANO,A,19,193
Miloslav Janulík,ANO,A,19,193
Aleš Juchelka,ANO,A,19,193
Pavel Juříček,ANO,A,19,193
Adam Kalous,ANO,A,19,193
David Kasal,ANO,M,19,193
Tomáš Kohoutek,ANO,A,19,193
Martin Kolovratník,ANO,Z,19,193
Barbora Kořanová,ANO,A,19,193
Josef Kott,ANO,A,19,193
Robert Králíček,ANO,A,19,193
Roman Kubíček,ANO,A,19,193
Jan Kubík,ANO,A,19,193
Jaroslav Kytýr,ANO,A,19,193
Taťána Malá,ANO,A,19,193
Přemysl Mališ,ANO,A,19,193
Jiří Mašek,ANO,A,19,193
Eva Matyášová,ANO,A,19,193
Radka Maxová,ANO,A,19,193
Marcela Melková,ANO,A,19,193
Jana Mračková Vildumetzová,ANO,A,19,193
Patrik Nacher,ANO,A,19,193
Marek Novák,ANO,Z,19,193
Monika Oborná,ANO,A,19,193
Ladislav Okleštěk,ANO,A,19,193
Zuzana Ožanová,ANO,M,19,193
Jana Pastuchová,ANO,A,19,193
František Petrtýl,ANO,Z,19,193
Pavel Plzák,ANO,A,19,193
Milan Pour,ANO,M,19,193
David Pražák,ANO,A,19,193
Věra Procházková,ANO,A,19,193
Pavel Pustějovský,ANO,A,19,193
Karel Rais,ANO,A,19,193
Michal Ratiborský,ANO,A,19,193
Jan Richter,ANO,Z,19,193
Miloslava Rutová,ANO,A,19,193
Pavel Růžička,ANO,A,19,193
Jan Řehounek,ANO,A,19,193
Petr Sadovský,ANO,Z,19,193
Jan Schiller,ANO,A,19,193
Pavel Staněk,ANO,M,19,193
Jiří Strýček,ANO,A,19,193
Karla Šlechtová,ANO,A,19,193
Julius Špičák,ANO,M,19,193
David Štolpa,ANO,A,19,193
Dan Ťok,ANO,A,19,193
Karel Tureček,ANO,M,19,193
Helena Válková,ANO,A,19,193
Petr Venhoda,ANO,A,19,193
Adam Vojtěch,ANO,A,19,193
Jan Volný,ANO,0,19,193
Radek Vondráček,ANO,0,19,193
Ivo Vondrák,ANO,M,19,193
Petr Vrána,ANO,A,19,193
Rostislav Vyzula,ANO,Z,19,193
Radek Zlesák,ANO,A,19,193
Ivan Adamec,ODS,A,19,193
Jan Bauer,ODS,Z,19,193
Martin Baxa,ODS,A,19,193
Petr Beitl,ODS,A,19,193
Marek Benda,ODS,Z,19,193
Stanislav Blaha,ODS,A,19,193
Pavel Blažek,ODS,A,19,193
Jana Černochová,ODS,A,19,193
Petr Fiala,ODS,Z,19,193
Jakub Janda,ODS,A,19,193
Václav Klaus,ODS,Z,19,193
Karel Krejza,ODS,A,19,193
Martin Kupka,ODS,A,19,193
Zuzana Majerová Zahradníková,ODS,Z,19,193
Jaroslav Martinů,ODS,A,19,193
Ilona Mauritzová,ODS,Z,19,193
Vojtěch Munzar,ODS,A,19,193
Miroslava Němcová,ODS,0,19,193
Jan Skopeček,ODS,A,19,193
Zbyněk Stanjura,ODS,A,19,193
Bohuslav Svoboda,ODS,A,19,193
Jiří Ventruba,ODS,A,19,193
Veronika Vrecionová,ODS,A,19,193
Jan Zahradník,ODS,A,19,193
Pavel Žáček,ODS,Z,19,193
Dana Balcarová,Piráti,Z,19,193
Lukáš Bartoň,Piráti,A,19,193
Ivan Bartoš,Piráti,A,19,193
Lukáš Černohorský,Piráti,A,19,193
František Elfmark,Piráti,A,19,193
Mikuláš Ferjenčík,Piráti,A,19,193
Radek Holomčík,Piráti,A,19,193
Martin Jiránek,Piráti,A,19,193
Lukáš Kolářík,Piráti,A,19,193
František Kopřiva,Piráti,A,19,193
Lenka Kozlová,Piráti,Z,19,193
Jan Lipavský,Piráti,A,19,193
Tomáš Martínek,Piráti,A,19,193
