Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,Z,28,666
Andrej Babiš,ANO,M,28,666
Andrea Babišová,ANO,Z,28,666
Margita Balaštíková,ANO,N,28,666
Josef Bělica,ANO,N,28,666
Stanislav Berkovec,ANO,N,28,666
Jiří Bláha,ANO,M,28,666
Richard Brabec,ANO,N,28,666
Milan Brázdil,ANO,N,28,666
Andrea Brzobohatá,ANO,N,28,666
Jaroslav Bžoch,ANO,Z,28,666
Monika Červíčková,ANO,Z,28,666
Klára Dostálová,ANO,N,28,666
Lenka Dražilová,ANO,N,28,666
Jaroslav Faltýnek,ANO,N,28,666
Kamal Farhan,ANO,N,28,666
Milan Feranec,ANO,N,28,666
Eva Fialová,ANO,N,28,666
Stanislav Fridrich,ANO,N,28,666
Josef Hájek,ANO,Z,28,666
Milan Hnilička,ANO,N,28,666
Ivan Jáč,ANO,N,28,666
Miloslav Janulík,ANO,N,28,666
Aleš Juchelka,ANO,Z,28,666
Pavel Juříček,ANO,N,28,666
Iva Kalátová,ANO,N,28,666
Adam Kalous,ANO,Z,28,666
David Kasal,ANO,N,28,666
Tomáš Kohoutek,ANO,N,28,666
Martin Kolovratník,ANO,Z,28,666
Barbora Kořanová,ANO,Z,28,666
Josef Kott,ANO,Z,28,666
Robert Králíček,ANO,Z,28,666
Roman Kubíček,ANO,Z,28,666
Jan Kubík,ANO,Z,28,666
Jaroslav Kytýr,ANO,N,28,666
Taťána Malá,ANO,N,28,666
Přemysl Mališ,ANO,N,28,666
Jiří Mašek,ANO,N,28,666
Eva Matyášová,ANO,Z,28,666
Radka Maxová,ANO,Z,28,666
Marcela Melková,ANO,N,28,666
Jana Mračková Vildumetzová,ANO,N,28,666
Patrik Nacher,ANO,A,28,666
Marek Novák,ANO,N,28,666
Monika Oborná,ANO,N,28,666
Ladislav Okleštěk,ANO,N,28,666
Zuzana Ožanová,ANO,N,28,666
Jana Pastuchová,ANO,N,28,666
František Petrtýl,ANO,N,28,666
Pavel Plzák,ANO,N,28,666
Milan Pour,ANO,N,28,666
David Pražák,ANO,N,28,666
Věra Procházková,ANO,N,28,666
Pavel Pustějovský,ANO,N,28,666
Karel Rais,ANO,M,28,666
Michal Ratiborský,ANO,N,28,666
Jan Richter,ANO,Z,28,666
Miloslava Rutová,ANO,N,28,666
Pavel Růžička,ANO,N,28,666
Jan Řehounek,ANO,N,28,666
Petr Sadovský,ANO,N,28,666
Jan Schiller,ANO,Z,28,666
Pavel Staněk,ANO,Z,28,666
Jiří Strýček,ANO,N,28,666
Karla Šlechtová,ANO,N,28,666
Julius Špičák,ANO,N,28,666
David Štolpa,ANO,N,28,666
Karel Tureček,ANO,N,28,666
Helena Válková,ANO,N,28,666
Petr Venhoda,ANO,N,28,666
Adam Vojtěch,ANO,N,28,666
Jan Volný,ANO,N,28,666
Radek Vondráček,ANO,Z,28,666
Ivo Vondrák,ANO,N,28,666
Petr Vrána,ANO,N,28,666
Rostislav Vyzula,ANO,N,28,666
Radek Zlesák,ANO,N,28,666
Ivan Adamec,ODS,A,28,666
Jan Bauer,ODS,A,28,666
Martin Baxa,ODS,A,28,666
Petr Beitl,ODS,A,28,666
Marek Benda,ODS,A,28,666
Stanislav Blaha,ODS,A,28,666
Pavel Blažek,ODS,Z,28,666
Jana Černochová,ODS,A,28,666
Petr Fiala,ODS,Z,28,666
Jakub Janda,ODS,A,28,666
Karel Krejza,ODS,A,28,666
Martin Kupka,ODS,A,28,666
Jaroslav Martinů,ODS,A,28,666
Ilona Mauritzová,ODS,A,28,666
Vojtěch Munzar,ODS,A,28,666
Miroslava Němcová,ODS,A,28,666
Jan Skopeček,ODS,A,28,666
Zbyněk Stanjura,ODS,Z,28,666
Bohuslav Svoboda,ODS,A,28,666
Jiří Ventruba,ODS,A,28,666
Veronika Vrecionová,ODS,A,28,666
Jan Zahradník,ODS,A,28,666
Pavel Žáček,ODS,A,28,666
Dana Balcarová,Piráti,A,28,666
Lukáš Bartoň,Piráti,A,28,666
Ivan Bartoš,Piráti,Z,28,666
Lukáš Černohorský,Piráti,A,28,666
František Elfmark,Piráti,Z,28,666
Mikuláš Ferjenčík,Piráti,Z,28,666
Radek Holomčík,Piráti,Z,28,666
Martin Jiránek,Piráti,Z,28,666
Lukáš Kolářík,Piráti,Z,28,666
František Kopřiva,Piráti,A,28,666
Lenka Kozlová,Piráti,Z,28,666
Jan Lipavský,Piráti,A,28,666
Tomáš Martínek,Piráti,A,28,666
Jakub Michálek,Piráti,Z,28,666
Mikuláš Peksa,Piráti,M,28,666
Vojtěch Pikal,Piráti,A,28,666
Ondřej Polanský,Piráti,Z,28,666
Jan Pošvář,Piráti,A,28,666
Ondřej Profant,Piráti,A,28,666
Olga Richterová,Piráti,A,28,666
Petr Třešňák,Piráti,0,28,666
Tomáš Vymazal,Piráti,A,28,666
Jaroslav Dvořák,SPD,A,28,666
Radim Fiala,SPD,A,28,666
Jaroslav Holík,SPD,A,28,666
Jan Hrnčíř,SPD,A,28,666
Tereza Hyťhová,SPD,A,28,666
Monika Jarošová,SPD,A,28,666
Pavel Jelínek,SPD,A,28,666
Jiří Kobza,SPD,A,28,666
Jiří Kohoutek,SPD,A,28,666
Radek Koten,SPD,A,28,666
Jana Levová,SPD,M,28,666
Karla Maříková,SPD,A,28,666
Tomio Okamura,SPD,A,28,666
Zdeněk Podal,SPD,A,28,666
Miloslav Rozner,SPD,A,28,666
Radek Rozvoral,SPD,A,28,666
Lucie Šafránková,SPD,A,28,666
Lubomír Španěl,SPD,A,28,666
Radovan Vích,SPD,A,28,666
Jiří Běhounek,ČSSD,0,28,666
Jan Birke,ČSSD,Z,28,666
Petr Dolínek,ČSSD,Z,28,666
Jaroslav Foldyna,ČSSD,N,28,666
Alena Gajdůšková,ČSSD,Z,28,666
Jan Hamáček,ČSSD,Z,28,666
Tomáš Hanzel,ČSSD,M,28,666
Jan Chvojka,ČSSD,N,28,666
Roman Onderka,ČSSD,N,28,666
Roman Sklenák,ČSSD,N,28,666
Antonín Staněk,ČSSD,M,28,666
Kateřina Valachová,ČSSD,N,28,666
Ondřej Veselý,ČSSD,Z,28,666
Václav Votava,ČSSD,N,28,666
Lubomír Zaorálek,ČSSD,Z,28,666
Hana Aulická Jírovcová,KSČM,Z,28,666
Alexander Černý,KSČM,N,28,666
Jiří Dolejš,KSČM,Z,28,666
Vojtěch Filip,KSČM,N,28,666
Miroslav Grebeníček,KSČM,N,28,666
Stanislav Grospič,KSČM,Z,28,666
Pavel Kováčik,KSČM,N,28,666
Leo Luzar,KSČM,N,28,666
Květa Matušovská,KSČM,N,28,666
Zdeněk Ondráček,KSČM,A,28,666
Daniel Pawlas,KSČM,N,28,666
Marie Pěnčíková,KSČM,N,28,666
Ivo Pojezný,KSČM,N,28,666
Jiří Valenta,KSČM,N,28,666
Miloslava Vostrá,KSČM,N,28,666
Jan Bartošek,KDU-ČSL,0,28,666
Pavel Bělobrádek,KDU-ČSL,A,28,666
Ondřej Benešík,KDU-ČSL,A,28,666
Jan Čižinský,KDU-ČSL,A,28,666
Pavla Golasowská,KDU-ČSL,A,28,666
Stanislav Juránek,KDU-ČSL,A,28,666
Marian Jurečka,KDU-ČSL,A,28,666
Vít Kaňkovský,KDU-ČSL,A,28,666
Jiří Mihola,KDU-ČSL,A,28,666
Marek Výborný,KDU-ČSL,A,28,666
Dominik Feri,TOP09,A,28,666
Miroslav Kalousek,TOP09,0,28,666
Helena Langšádlová,TOP09,A,28,666
Markéta Pekarová Adamová,TOP09,A,28,666
Karel Schwarzenberg,TOP09,M,28,666
František Vácha,TOP09,M,28,666
Vlastimil Válek,TOP09,A,28,666
Jan Farský,STAN,A,28,666
Petr Gazdík,STAN,A,28,666
Věra Kovářová,STAN,A,28,666
Jana Krutáková,STAN,A,28,666
Petr Pávek,STAN,Z,28,666
Vít Rakušan,STAN,Z,28,666
Marian Bojko,Nezařaz,A,28,666
Václav Klaus,Nezařaz,Z,28,666
Zuzana Majerová Zahradníková,Nezařaz,A,28,666
Ivana Nevludová,Nezařaz,A,28,666
Lubomír Volný,Nezařaz,A,28,666
