Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,N,22,244
Andrej Babiš,ANO,Z,22,244
Andrea Babišová,ANO,N,22,244
Margita Balaštíková,ANO,N,22,244
Josef Bělica,ANO,N,22,244
Stanislav Berkovec,ANO,N,22,244
Jiří Bláha,ANO,N,22,244
Richard Brabec,ANO,N,22,244
Milan Brázdil,ANO,N,22,244
Andrea Brzobohatá,ANO,N,22,244
Jaroslav Bžoch,ANO,N,22,244
Monika Červíčková,ANO,N,22,244
Klára Dostálová,ANO,N,22,244
Lenka Dražilová,ANO,N,22,244
Jaroslav Faltýnek,ANO,N,22,244
Kamal Farhan,ANO,N,22,244
Milan Feranec,ANO,N,22,244
Eva Fialová,ANO,N,22,244
Stanislav Fridrich,ANO,N,22,244
Josef Hájek,ANO,N,22,244
Milan Hnilička,ANO,N,22,244
Ivan Jáč,ANO,N,22,244
Miloslav Janulík,ANO,N,22,244
Aleš Juchelka,ANO,N,22,244
Pavel Juříček,ANO,Z,22,244
Adam Kalous,ANO,N,22,244
David Kasal,ANO,N,22,244
Tomáš Kohoutek,ANO,N,22,244
Martin Kolovratník,ANO,N,22,244
Barbora Kořanová,ANO,N,22,244
Josef Kott,ANO,N,22,244
Robert Králíček,ANO,N,22,244
Roman Kubíček,ANO,N,22,244
Jan Kubík,ANO,N,22,244
Jaroslav Kytýr,ANO,N,22,244
Taťána Malá,ANO,N,22,244
Přemysl Mališ,ANO,Z,22,244
Jiří Mašek,ANO,N,22,244
Eva Matyášová,ANO,N,22,244
Radka Maxová,ANO,N,22,244
Marcela Melková,ANO,N,22,244
Jana Mračková Vildumetzová,ANO,N,22,244
Patrik Nacher,ANO,N,22,244
Marek Novák,ANO,N,22,244
Monika Oborná,ANO,N,22,244
Ladislav Okleštěk,ANO,N,22,244
Zuzana Ožanová,ANO,N,22,244
Jana Pastuchová,ANO,N,22,244
František Petrtýl,ANO,N,22,244
Pavel Plzák,ANO,N,22,244
Milan Pour,ANO,Z,22,244
David Pražák,ANO,N,22,244
Věra Procházková,ANO,Z,22,244
Pavel Pustějovský,ANO,N,22,244
Karel Rais,ANO,N,22,244
Michal Ratiborský,ANO,N,22,244
Jan Richter,ANO,N,22,244
Miloslava Rutová,ANO,N,22,244
Pavel Růžička,ANO,N,22,244
Jan Řehounek,ANO,N,22,244
Petr Sadovský,ANO,N,22,244
Jan Schiller,ANO,N,22,244
Pavel Staněk,ANO,N,22,244
Jiří Strýček,ANO,N,22,244
Karla Šlechtová,ANO,N,22,244
Julius Špičák,ANO,N,22,244
David Štolpa,ANO,N,22,244
Dan Ťok,ANO,N,22,244
Karel Tureček,ANO,N,22,244
Helena Válková,ANO,N,22,244
Petr Venhoda,ANO,N,22,244
Adam Vojtěch,ANO,N,22,244
Jan Volný,ANO,Z,22,244
Radek Vondráček,ANO,Z,22,244
Ivo Vondrák,ANO,N,22,244
Petr Vrána,ANO,N,22,244
Rostislav Vyzula,ANO,N,22,244
Radek Zlesák,ANO,N,22,244
Ivan Adamec,ODS,A,22,244
Jan Bauer,ODS,A,22,244
Martin Baxa,ODS,A,22,244
Petr Beitl,ODS,A,22,244
Marek Benda,ODS,A,22,244
Stanislav Blaha,ODS,A,22,244
Pavel Blažek,ODS,A,22,244
Jana Černochová,ODS,A,22,244
Petr Fiala,ODS,A,22,244
Jakub Janda,ODS,A,22,244
Václav Klaus,ODS,A,22,244
Karel Krejza,ODS,A,22,244
Martin Kupka,ODS,A,22,244
Zuzana Majerová Zahradníková,ODS,A,22,244
Jaroslav Martinů,ODS,A,22,244
Ilona Mauritzová,ODS,A,22,244
Vojtěch Munzar,ODS,A,22,244
Miroslava Němcová,ODS,A,22,244
Jan Skopeček,ODS,A,22,244
Zbyněk Stanjura,ODS,A,22,244
Bohuslav Svoboda,ODS,A,22,244
Jiří Ventruba,ODS,A,22,244
Veronika Vrecionová,ODS,M,22,244
Jan Zahradník,ODS,A,22,244
Pavel Žáček,ODS,A,22,244
Dana Balcarová,Piráti,Z,22,244
Lukáš Bartoň,Piráti,Z,22,244
Ivan Bartoš,Piráti,Z,22,244
Lukáš Černohorský,Piráti,Z,22,244
František Elfmark,Piráti,Z,22,244
Mikuláš Ferjenčík,Piráti,Z,22,244
Radek Holomčík,Piráti,Z,22,244
Martin Jiránek,Piráti,Z,22,244
Lukáš Kolářík,Piráti,Z,22,244
František Kopřiva,Piráti,N,22,244
Lenka Kozlová,Piráti,Z,22,244
Jan Lipavský,Piráti,N,22,244
Tomáš Martínek,Piráti,Z,22,244
Jakub Michálek,Piráti,Z,22,244
Mikuláš Peksa,Piráti,Z,22,244
Vojtěch Pikal,Piráti,Z,22,244
Ondřej Polanský,Piráti,Z,22,244
Jan Pošvář,Piráti,Z,22,244
Ondřej Profant,Piráti,Z,22,244
Olga Richterová,Piráti,Z,22,244
Petr Třešňák,Piráti,Z,22,244
Tomáš Vymazal,Piráti,Z,22,244
Marian Bojko,SPD,Z,22,244
Jaroslav Dvořák,SPD,Z,22,244
Radim Fiala,SPD,Z,22,244
Jaroslav Holík,SPD,Z,22,244
Jan Hrnčíř,SPD,Z,22,244
Tereza Hyťhová,SPD,M,22,244
Monika Jarošová,SPD,Z,22,244
Pavel Jelínek,SPD,M,22,244
Jiří Kobza,SPD,Z,22,244
Jiří Kohoutek,SPD,Z,22,244
Radek Koten,SPD,Z,22,244
Jana Levová,SPD,M,22,244
Karla Maříková,SPD,Z,22,244
Ivana Nevludová,SPD,Z,22,244
Tomio Okamura,SPD,Z,22,244
Zdeněk Podal,SPD,Z,22,244
Miloslav Rozner,SPD,Z,22,244
Radek Rozvoral,SPD,Z,22,244
Lucie Šafránková,SPD,Z,22,244
Lubomír Španěl,SPD,Z,22,244
Radovan Vích,SPD,Z,22,244
Lubomír Volný,SPD,Z,22,244
Jiří Běhounek,ČSSD,Z,22,244
Jan Birke,ČSSD,N,22,244
Petr Dolínek,ČSSD,N,22,244
Jaroslav Foldyna,ČSSD,Z,22,244
Alena Gajdůšková,ČSSD,N,22,244
