Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,Z,25,303
Andrej Babiš,ANO,M,25,303
Andrea Babišová,ANO,0,25,303
Margita Balaštíková,ANO,M,25,303
Josef Bělica,ANO,0,25,303
Stanislav Berkovec,ANO,0,25,303
Jiří Bláha,ANO,0,25,303
Richard Brabec,ANO,0,25,303
Milan Brázdil,ANO,Z,25,303
Andrea Brzobohatá,ANO,0,25,303
Jaroslav Bžoch,ANO,Z,25,303
Monika Červíčková,ANO,Z,25,303
Klára Dostálová,ANO,0,25,303
Lenka Dražilová,ANO,0,25,303
Jaroslav Faltýnek,ANO,0,25,303
Kamal Farhan,ANO,Z,25,303
Milan Feranec,ANO,Z,25,303
Eva Fialová,ANO,Z,25,303
Stanislav Fridrich,ANO,Z,25,303
Josef Hájek,ANO,0,25,303
Milan Hnilička,ANO,Z,25,303
Ivan Jáč,ANO,Z,25,303
Miloslav Janulík,ANO,0,25,303
Aleš Juchelka,ANO,Z,25,303
Pavel Juříček,ANO,Z,25,303
Adam Kalous,ANO,N,25,303
David Kasal,ANO,N,25,303
Tomáš Kohoutek,ANO,M,25,303
Martin Kolovratník,ANO,0,25,303
Barbora Kořanová,ANO,Z,25,303
Josef Kott,ANO,Z,25,303
Robert Králíček,ANO,Z,25,303
Roman Kubíček,ANO,Z,25,303
Jan Kubík,ANO,M,25,303
Jaroslav Kytýr,ANO,Z,25,303
Taťána Malá,ANO,Z,25,303
Přemysl Mališ,ANO,Z,25,303
Jiří Mašek,ANO,0,25,303
Eva Matyášová,ANO,Z,25,303
Radka Maxová,ANO,N,25,303
Marcela Melková,ANO,Z,25,303
Jana Mračková Vildumetzová,ANO,A,25,303
Patrik Nacher,ANO,Z,25,303
Marek Novák,ANO,Z,25,303
Monika Oborná,ANO,Z,25,303
Ladislav Okleštěk,ANO,0,25,303
Zuzana Ožanová,ANO,0,25,303
Jana Pastuchová,ANO,N,25,303
František Petrtýl,ANO,Z,25,303
Pavel Plzák,ANO,0,25,303
Milan Pour,ANO,Z,25,303
David Pražák,ANO,0,25,303
Věra Procházková,ANO,A,25,303
Pavel Pustějovský,ANO,Z,25,303
Karel Rais,ANO,0,25,303
Michal Ratiborský,ANO,Z,25,303
Jan Richter,ANO,Z,25,303
Miloslava Rutová,ANO,Z,25,303
Pavel Růžička,ANO,Z,25,303
Jan Řehounek,ANO,Z,25,303
Petr Sadovský,ANO,Z,25,303
Jan Schiller,ANO,Z,25,303
Pavel Staněk,ANO,M,25,303
Jiří Strýček,ANO,Z,25,303
Karla Šlechtová,ANO,Z,25,303
Julius Špičák,ANO,N,25,303
David Štolpa,ANO,Z,25,303
Dan Ťok,ANO,M,25,303
Karel Tureček,ANO,0,25,303
Helena Válková,ANO,A,25,303
Petr Venhoda,ANO,Z,25,303
Adam Vojtěch,ANO,A,25,303
Jan Volný,ANO,0,25,303
Radek Vondráček,ANO,0,25,303
Ivo Vondrák,ANO,0,25,303
Petr Vrána,ANO,0,25,303
Rostislav Vyzula,ANO,Z,25,303
Radek Zlesák,ANO,Z,25,303
Ivan Adamec,ODS,A,25,303
Jan Bauer,ODS,0,25,303
Martin Baxa,ODS,A,25,303
Petr Beitl,ODS,0,25,303
Marek Benda,ODS,A,25,303
Stanislav Blaha,ODS,0,25,303
Pavel Blažek,ODS,0,25,303
Jana Černochová,ODS,A,25,303
Petr Fiala,ODS,A,25,303
Jakub Janda,ODS,A,25,303
Karel Krejza,ODS,A,25,303
Martin Kupka,ODS,A,25,303
Zuzana Majerová Zahradníková,ODS,A,25,303
Jaroslav Martinů,ODS,A,25,303
Ilona Mauritzová,ODS,0,25,303
Vojtěch Munzar,ODS,A,25,303
Miroslava Němcová,ODS,A,25,303
Jan Skopeček,ODS,A,25,303
Zbyněk Stanjura,ODS,0,25,303
Bohuslav Svoboda,ODS,0,25,303
Jiří Ventruba,ODS,0,25,303
Veronika Vrecionová,ODS,A,25,303
Jan Zahradník,ODS,A,25,303
Pavel Žáček,ODS,0,25,303
Dana Balcarová,Piráti,A,25,303
Lukáš Bartoň,Piráti,A,25,303
Ivan Bartoš,Piráti,A,25,303
Lukáš Černohorský,Piráti,A,25,303
František Elfmark,Piráti,A,25,303
Mikuláš Ferjenčík,Piráti,A,25,303
Radek Holomčík,Piráti,A,25,303
Martin Jiránek,Piráti,A,25,303
Lukáš Kolářík,Piráti,A,25,303
František Kopřiva,Piráti,A,25,303
Lenka Kozlová,Piráti,A,25,303
Jan Lipavský,Piráti,A,25,303
Tomáš Martínek,Piráti,A,25,303
Jakub Michálek,Piráti,M,25,303
Mikuláš Peksa,Piráti,A,25,303
Vojtěch Pikal,Piráti,A,25,303
Ondřej Polanský,Piráti,A,25,303
Jan Pošvář,Piráti,A,25,303
Ondřej Profant,Piráti,A,25,303
Olga Richterová,Piráti,M,25,303
Petr Třešňák,Piráti,A,25,303
Tomáš Vymazal,Piráti,A,25,303
Jaroslav Dvořák,SPD,M,25,303
Radim Fiala,SPD,0,25,303
Jaroslav Holík,SPD,A,25,303
Jan Hrnčíř,SPD,0,25,303
Tereza Hyťhová,SPD,A,25,303
Monika Jarošová,SPD,A,25,303
Pavel Jelínek,SPD,A,25,303
Jiří Kobza,SPD,A,25,303
Jiří Kohoutek,SPD,A,25,303
Radek Koten,SPD,A,25,303
Jana Levová,SPD,A,25,303
Karla Maříková,SPD,A,25,303
Tomio Okamura,SPD,A,25,303
Zdeněk Podal,SPD,A,25,303
Miloslav Rozner,SPD,A,25,303
Radek Rozvoral,SPD,A,25,303
Lucie Šafránková,SPD,A,25,303
Lubomír Španěl,SPD,0,25,303
Radovan Vích,SPD,M,25,303
Jiří Běhounek,ČSSD,M,25,303
Jan Birke,ČSSD,M,25,303
Petr Dolínek,ČSSD,0,25,303
Jaroslav Foldyna,ČSSD,N,25,303
Alena Gajdůšková,ČSSD,Z,25,303
Jan Hamáček,ČSSD,0,25,303
Tomáš Hanzel,ČSSD,0,25,303
Milan Chovanec,ČSSD,M,25,303
Jan Chvojka,ČSSD,Z,25,303
Roman Onderka,ČSSD,0,25,303
Roman Sklenák,ČSSD,N,25,303
Antonín Staněk,ČSSD,0,25,303
Kateřina Valachová,ČSSD,A,25,303
Ondřej Veselý,ČSSD,Z,25,303
Lubomír Zaorálek,ČSSD,0,25,303
Hana Aulická Jírovcová,KSČM,Z,25,303
Alexander Černý,KSČM,Z,25,303
Jiří Dolejš,KSČM,A,25,303
Vojtěch Filip,KSČM,0,25,303
Miroslav Grebeníček,KSČM,0,25,303
Stanislav Grospič,KSČM,M,25,303
Pavel Kováčik,KSČM,0,25,303
Leo Luzar,KSČM,M,25,303
Květa Matušovská,KSČM,Z,25,303
Zdeněk Ondráček,KSČM,N,25,303
Daniel Pawlas,KSČM,0,25,303
Marie Pěnčíková,KSČM,Z,25,303
Ivo Pojezný,KSČM,N,25,303
Jiří Valenta,KSČM,Z,25,303
Miloslava Vostrá,KSČM,0,25,303
Jan Bartošek,KDU-ČSL,M,25,303
Pavel Bělobrádek,KDU-ČSL,A,25,303
Ondřej Benešík,KDU-ČSL,0,25,303
Jan Čižinský,KDU-ČSL,M,25,303
Pavla Golasowská,KDU-ČSL,A,25,303
Stanislav Juránek,KDU-ČSL,A,25,303
Marian Jurečka,KDU-ČSL,A,25,303
Vít Kaňkovský,KDU-ČSL,A,25,303
Jiří Mihola,KDU-ČSL,0,25,303
Marek Výborný,KDU-ČSL,A,25,303
Dominik Feri,TOP09,M,25,303
Miroslav Kalousek,TOP09,M,25,303
Helena Langšádlová,TOP09,0,25,303
Markéta Pekarová Adamová,TOP09,A,25,303
Karel Schwarzenberg,TOP09,M,25,303
František Vácha,TOP09,M,25,303
Vlastimil Válek,TOP09,A,25,303
Jan Farský,STAN,Z,25,303
Petr Gazdík,STAN,0,25,303
Věra Kovářová,STAN,Z,25,303
Jana Krutáková,STAN,M,25,303
Petr Pávek,STAN,Z,25,303
Vít Rakušan,STAN,M,25,303
Marian Bojko,Nezařaz,A,25,303
Václav Klaus,Nezařaz,M,25,303
Ivana Nevludová,Nezařaz,N,25,303
Lubomír Volný,Nezařaz,A,25,303
