Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,25,328
Andrej Babiš,ANO,M,25,328
Andrea Babišová,ANO,A,25,328
Margita Balaštíková,ANO,A,25,328
Josef Bělica,ANO,A,25,328
Stanislav Berkovec,ANO,A,25,328
Jiří Bláha,ANO,A,25,328
Richard Brabec,ANO,A,25,328
Milan Brázdil,ANO,A,25,328
Andrea Brzobohatá,ANO,A,25,328
Jaroslav Bžoch,ANO,A,25,328
Monika Červíčková,ANO,A,25,328
Klára Dostálová,ANO,A,25,328
Lenka Dražilová,ANO,A,25,328
Jaroslav Faltýnek,ANO,A,25,328
Kamal Farhan,ANO,A,25,328
Milan Feranec,ANO,A,25,328
Eva Fialová,ANO,A,25,328
Stanislav Fridrich,ANO,A,25,328
Josef Hájek,ANO,A,25,328
Milan Hnilička,ANO,A,25,328
Ivan Jáč,ANO,A,25,328
Miloslav Janulík,ANO,A,25,328
Aleš Juchelka,ANO,A,25,328
Pavel Juříček,ANO,A,25,328
Adam Kalous,ANO,A,25,328
David Kasal,ANO,A,25,328
Tomáš Kohoutek,ANO,A,25,328
Martin Kolovratník,ANO,A,25,328
Barbora Kořanová,ANO,A,25,328
Josef Kott,ANO,A,25,328
Robert Králíček,ANO,A,25,328
Roman Kubíček,ANO,A,25,328
Jan Kubík,ANO,M,25,328
Jaroslav Kytýr,ANO,A,25,328
Taťána Malá,ANO,A,25,328
Přemysl Mališ,ANO,A,25,328
Jiří Mašek,ANO,A,25,328
Eva Matyášová,ANO,A,25,328
Radka Maxová,ANO,A,25,328
Marcela Melková,ANO,M,25,328
Jana Mračková Vildumetzová,ANO,A,25,328
Patrik Nacher,ANO,A,25,328
Marek Novák,ANO,A,25,328
Monika Oborná,ANO,A,25,328
Ladislav Okleštěk,ANO,A,25,328
Zuzana Ožanová,ANO,A,25,328
Jana Pastuchová,ANO,A,25,328
František Petrtýl,ANO,A,25,328
Pavel Plzák,ANO,A,25,328
Milan Pour,ANO,A,25,328
David Pražák,ANO,A,25,328
Věra Procházková,ANO,A,25,328
Pavel Pustějovský,ANO,A,25,328
Karel Rais,ANO,A,25,328
Michal Ratiborský,ANO,A,25,328
Jan Richter,ANO,A,25,328
Miloslava Rutová,ANO,A,25,328
Pavel Růžička,ANO,A,25,328
Jan Řehounek,ANO,A,25,328
Petr Sadovský,ANO,A,25,328
Jan Schiller,ANO,A,25,328
Pavel Staněk,ANO,A,25,328
Jiří Strýček,ANO,A,25,328
Karla Šlechtová,ANO,M,25,328
Julius Špičák,ANO,A,25,328
David Štolpa,ANO,A,25,328
Dan Ťok,ANO,M,25,328
Karel Tureček,ANO,A,25,328
Helena Válková,ANO,A,25,328
Petr Venhoda,ANO,A,25,328
Adam Vojtěch,ANO,A,25,328
Jan Volný,ANO,A,25,328
Radek Vondráček,ANO,A,25,328
Ivo Vondrák,ANO,A,25,328
Petr Vrána,ANO,M,25,328
Rostislav Vyzula,ANO,A,25,328
Radek Zlesák,ANO,A,25,328
Ivan Adamec,ODS,N,25,328
Jan Bauer,ODS,N,25,328
Martin Baxa,ODS,Z,25,328
Petr Beitl,ODS,A,25,328
Marek Benda,ODS,Z,25,328
Stanislav Blaha,ODS,N,25,328
Pavel Blažek,ODS,M,25,328
Jana Černochová,ODS,M,25,328
Petr Fiala,ODS,0,25,328
