Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,24,101
Andrej Babiš,ANO,M,24,101
Andrea Babišová,ANO,M,24,101
Margita Balaštíková,ANO,A,24,101
Josef Bělica,ANO,A,24,101
Stanislav Berkovec,ANO,A,24,101
Jiří Bláha,ANO,A,24,101
Richard Brabec,ANO,M,24,101
Milan Brázdil,ANO,A,24,101
Andrea Brzobohatá,ANO,A,24,101
Jaroslav Bžoch,ANO,A,24,101
Monika Červíčková,ANO,Z,24,101
Klára Dostálová,ANO,A,24,101
Lenka Dražilová,ANO,A,24,101
Jaroslav Faltýnek,ANO,A,24,101
Kamal Farhan,ANO,A,24,101
Milan Feranec,ANO,A,24,101
Eva Fialová,ANO,Z,24,101
Stanislav Fridrich,ANO,A,24,101
Josef Hájek,ANO,A,24,101
Milan Hnilička,ANO,A,24,101
Ivan Jáč,ANO,M,24,101
Miloslav Janulík,ANO,M,24,101
Aleš Juchelka,ANO,0,24,101
Pavel Juříček,ANO,A,24,101
Adam Kalous,ANO,A,24,101
David Kasal,ANO,A,24,101
Tomáš Kohoutek,ANO,A,24,101
Martin Kolovratník,ANO,A,24,101
Barbora Kořanová,ANO,A,24,101
Josef Kott,ANO,A,24,101
Robert Králíček,ANO,A,24,101
Roman Kubíček,ANO,A,24,101
Jan Kubík,ANO,A,24,101
Jaroslav Kytýr,ANO,M,24,101
Taťána Malá,ANO,A,24,101
Přemysl Mališ,ANO,A,24,101
Jiří Mašek,ANO,A,24,101
Eva Matyášová,ANO,Z,24,101
Radka Maxová,ANO,0,24,101
Marcela Melková,ANO,A,24,101
Jana Mračková Vildumetzová,ANO,A,24,101
Patrik Nacher,ANO,Z,24,101
Marek Novák,ANO,A,24,101
Monika Oborná,ANO,A,24,101
Ladislav Okleštěk,ANO,0,24,101
Zuzana Ožanová,ANO,A,24,101
Jana Pastuchová,ANO,0,24,101
František Petrtýl,ANO,A,24,101
Pavel Plzák,ANO,Z,24,101
Milan Pour,ANO,A,24,101
David Pražák,ANO,Z,24,101
Věra Procházková,ANO,A,24,101
Pavel Pustějovský,ANO,A,24,101
Karel Rais,ANO,A,24,101
Michal Ratiborský,ANO,A,24,101
Jan Richter,ANO,A,24,101
Miloslava Rutová,ANO,A,24,101
Pavel Růžička,ANO,A,24,101
Jan Řehounek,ANO,M,24,101
Petr Sadovský,ANO,A,24,101
