Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,N,28,350
Andrej Babiš,ANO,N,28,350
Andrea Babišová,ANO,N,28,350
Margita Balaštíková,ANO,N,28,350
Josef Bělica,ANO,N,28,350
Stanislav Berkovec,ANO,N,28,350
Jiří Bláha,ANO,N,28,350
Richard Brabec,ANO,N,28,350
Milan Brázdil,ANO,N,28,350
Andrea Brzobohatá,ANO,N,28,350
Jaroslav Bžoch,ANO,N,28,350
Monika Červíčková,ANO,N,28,350
Klára Dostálová,ANO,M,28,350
Lenka Dražilová,ANO,N,28,350
Jaroslav Faltýnek,ANO,N,28,350
Kamal Farhan,ANO,N,28,350
Milan Feranec,ANO,N,28,350
Eva Fialová,ANO,N,28,350
Stanislav Fridrich,ANO,N,28,350
Josef Hájek,ANO,Z,28,350
Milan Hnilička,ANO,N,28,350
Ivan Jáč,ANO,N,28,350
Miloslav Janulík,ANO,Z,28,350
Aleš Juchelka,ANO,N,28,350
Pavel Juříček,ANO,M,28,350
Iva Kalátová,ANO,M,28,350
Adam Kalous,ANO,N,28,350
David Kasal,ANO,N,28,350
Tomáš Kohoutek,ANO,N,28,350
Martin Kolovratník,ANO,Z,28,350
Barbora Kořanová,ANO,N,28,350
Josef Kott,ANO,N,28,350
Robert Králíček,ANO,N,28,350
Roman Kubíček,ANO,N,28,350
Jan Kubík,ANO,N,28,350
Jaroslav Kytýr,ANO,N,28,350
Taťána Malá,ANO,N,28,350
Přemysl Mališ,ANO,N,28,350
Jiří Mašek,ANO,N,28,350
Eva Matyášová,ANO,N,28,350
Radka Maxová,ANO,M,28,350
Marcela Melková,ANO,N,28,350
Jana Mračková Vildumetzová,ANO,N,28,350
Patrik Nacher,ANO,N,28,350
Marek Novák,ANO,N,28,350
Monika Oborná,ANO,N,28,350
Ladislav Okleštěk,ANO,N,28,350
Zuzana Ožanová,ANO,M,28,350
Jana Pastuchová,ANO,N,28,350
František Petrtýl,ANO,N,28,350
Pavel Plzák,ANO,N,28,350
Milan Pour,ANO,N,28,350
David Pražák,ANO,N,28,350
Věra Procházková,ANO,N,28,350
Pavel Pustějovský,ANO,M,28,350
Karel Rais,ANO,N,28,350
Michal Ratiborský,ANO,N,28,350
Jan Richter,ANO,N,28,350
