Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,22,133
Andrej Babiš,ANO,A,22,133
Andrea Babišová,ANO,A,22,133
Margita Balaštíková,ANO,A,22,133
Josef Bělica,ANO,A,22,133
Stanislav Berkovec,ANO,A,22,133
Jiří Bláha,ANO,A,22,133
Richard Brabec,ANO,A,22,133
Milan Brázdil,ANO,A,22,133
Andrea Brzobohatá,ANO,A,22,133
Jaroslav Bžoch,ANO,A,22,133
Monika Červíčková,ANO,A,22,133
Klára Dostálová,ANO,A,22,133
Lenka Dražilová,ANO,A,22,133
Jaroslav Faltýnek,ANO,A,22,133
Kamal Farhan,ANO,A,22,133
Milan Feranec,ANO,A,22,133
Eva Fialová,ANO,A,22,133
Stanislav Fridrich,ANO,A,22,133
Josef Hájek,ANO,A,22,133
Milan Hnilička,ANO,A,22,133
Ivan Jáč,ANO,A,22,133
Miloslav Janulík,ANO,A,22,133
Aleš Juchelka,ANO,A,22,133
Pavel Juříček,ANO,A,22,133
Adam Kalous,ANO,A,22,133
David Kasal,ANO,0,22,133
Tomáš Kohoutek,ANO,A,22,133
Martin Kolovratník,ANO,A,22,133
Barbora Kořanová,ANO,Z,22,133
Josef Kott,ANO,A,22,133
Robert Králíček,ANO,A,22,133
Roman Kubíček,ANO,A,22,133
Jan Kubík,ANO,A,22,133
Jaroslav Kytýr,ANO,A,22,133
Taťána Malá,ANO,Z,22,133
Přemysl Mališ,ANO,A,22,133
Jiří Mašek,ANO,A,22,133
Eva Matyášová,ANO,A,22,133
Radka Maxová,ANO,A,22,133
Marcela Melková,ANO,A,22,133
Jana Mračková Vildumetzová,ANO,A,22,133
Patrik Nacher,ANO,A,22,133
Marek Novák,ANO,A,22,133
Monika Oborná,ANO,A,22,133
Ladislav Okleštěk,ANO,Z,22,133
Zuzana Ožanová,ANO,A,22,133
Jana Pastuchová,ANO,A,22,133
František Petrtýl,ANO,A,22,133
Pavel Plzák,ANO,A,22,133
Milan Pour,ANO,A,22,133
David Pražák,ANO,A,22,133
Věra Procházková,ANO,A,22,133
Pavel Pustějovský,ANO,A,22,133
Karel Rais,ANO,Z,22,133
Michal Ratiborský,ANO,A,22,133
Jan Richter,ANO,A,22,133
Miloslava Rutová,ANO,A,22,133
Pavel Růžička,ANO,A,22,133
Jan Řehounek,ANO,A,22,133
Petr Sadovský,ANO,A,22,133
Jan Schiller,ANO,A,22,133
Pavel Staněk,ANO,0,22,133
Jiří Strýček,ANO,A,22,133
Karla Šlechtová,ANO,A,22,133
Julius Špičák,ANO,A,22,133
David Štolpa,ANO,A,22,133
Dan Ťok,ANO,A,22,133
Karel Tureček,ANO,A,22,133
Helena Válková,ANO,A,22,133
Petr Venhoda,ANO,A,22,133
Adam Vojtěch,ANO,A,22,133
Jan Volný,ANO,A,22,133
Radek Vondráček,ANO,0,22,133
Ivo Vondrák,ANO,A,22,133
Petr Vrána,ANO,Z,22,133
Rostislav Vyzula,ANO,A,22,133
Radek Zlesák,ANO,A,22,133
Ivan Adamec,ODS,N,22,133
Jan Bauer,ODS,0,22,133
Martin Baxa,ODS,N,22,133
Petr Beitl,ODS,N,22,133
Marek Benda,ODS,Z,22,133
Stanislav Blaha,ODS,N,22,133
Pavel Blažek,ODS,N,22,133
Jana Černochová,ODS,N,22,133
Petr Fiala,ODS,N,22,133
Jakub Janda,ODS,N,22,133
Václav Klaus,ODS,N,22,133
Karel Krejza,ODS,N,22,133
Martin Kupka,ODS,N,22,133
Zuzana Majerová Zahradníková,ODS,N,22,133
Jaroslav Martinů,ODS,N,22,133
Ilona Mauritzová,ODS,N,22,133
Vojtěch Munzar,ODS,N,22,133
Miroslava Němcová,ODS,N,22,133
Jan Skopeček,ODS,N,22,133
Zbyněk Stanjura,ODS,N,22,133
Bohuslav Svoboda,ODS,N,22,133
Jiří Ventruba,ODS,N,22,133
Veronika Vrecionová,ODS,M,22,133
Jan Zahradník,ODS,0,22,133
Pavel Žáček,ODS,N,22,133
Dana Balcarová,Piráti,A,22,133
Lukáš Bartoň,Piráti,A,22,133
Ivan Bartoš,Piráti,A,22,133
Lukáš Černohorský,Piráti,A,22,133
František Elfmark,Piráti,Z,22,133
Mikuláš Ferjenčík,Piráti,A,22,133
Radek Holomčík,Piráti,A,22,133
Martin Jiránek,Piráti,A,22,133
Lukáš Kolářík,Piráti,A,22,133
František Kopřiva,Piráti,A,22,133
Lenka Kozlová,Piráti,A,22,133
Jan Lipavský,Piráti,A,22,133
Tomáš Martínek,Piráti,A,22,133
Jakub Michálek,Piráti,A,22,133
Mikuláš Peksa,Piráti,A,22,133
Vojtěch Pikal,Piráti,A,22,133
Ondřej Polanský,Piráti,A,22,133
Jan Pošvář,Piráti,A,22,133
Ondřej Profant,Piráti,A,22,133
Olga Richterová,Piráti,A,22,133
Petr Třešňák,Piráti,Z,22,133
Tomáš Vymazal,Piráti,A,22,133
Marian Bojko,SPD,A,22,133
Jaroslav Dvořák,SPD,A,22,133
Radim Fiala,SPD,0,22,133
Jaroslav Holík,SPD,Z,22,133
Jan Hrnčíř,SPD,A,22,133
Tereza Hyťhová,SPD,M,22,133
Monika Jarošová,SPD,A,22,133
Pavel Jelínek,SPD,M,22,133
Jiří Kobza,SPD,A,22,133
Jiří Kohoutek,SPD,A,22,133
Radek Koten,SPD,A,22,133
Jana Levová,SPD,M,22,133
Karla Maříková,SPD,A,22,133
Ivana Nevludová,SPD,A,22,133
Tomio Okamura,SPD,A,22,133
Zdeněk Podal,SPD,A,22,133
Miloslav Rozner,SPD,A,22,133
Radek Rozvoral,SPD,A,22,133
Lucie Šafránková,SPD,A,22,133
Lubomír Španěl,SPD,A,22,133
Radovan Vích,SPD,0,22,133
Lubomír Volný,SPD,A,22,133
Jiří Běhounek,ČSSD,A,22,133
Jan Birke,ČSSD,A,22,133
Petr Dolínek,ČSSD,A,22,133
Jaroslav Foldyna,ČSSD,A,22,133
Alena Gajdůšková,ČSSD,A,22,133
Jan Hamáček,ČSSD,Z,22,133
Tomáš Hanzel,ČSSD,A,22,133
Milan Chovanec,ČSSD,A,22,133
Jan Chvojka,ČSSD,A,22,133
Roman Onderka,ČSSD,A,22,133
Roman Sklenák,ČSSD,A,22,133
Antonín Staněk,ČSSD,A,22,133
Kateřina Valachová,ČSSD,A,22,133
Ondřej Veselý,ČSSD,A,22,133
Lubomír Zaorálek,ČSSD,0,22,133
Hana Aulická Jírovcová,KSČM,A,22,133
Alexander Černý,KSČM,A,22,133
Jiří Dolejš,KSČM,0,22,133
Vojtěch Filip,KSČM,A,22,133
Miroslav Grebeníček,KSČM,A,22,133
Stanislav Grospič,KSČM,A,22,133
Pavel Kováčik,KSČM,A,22,133
Leo Luzar,KSČM,A,22,133
Květa Matušovská,KSČM,A,22,133
Zdeněk Ondráček,KSČM,A,22,133
Daniel Pawlas,KSČM,0,22,133
Marie Pěnčíková,KSČM,A,22,133
Ivo Pojezný,KSČM,A,22,133
Jiří Valenta,KSČM,A,22,133
Miloslava Vostrá,KSČM,A,22,133
Jan Bartošek,KDU-ČSL,A,22,133
Pavel Bělobrádek,KDU-ČSL,A,22,133
Ondřej Benešík,KDU-ČSL,Z,22,133
Jan Čižinský,KDU-ČSL,A,22,133
Pavla Golasowská,KDU-ČSL,A,22,133
Stanislav Juránek,KDU-ČSL,Z,22,133
Marian Jurečka,KDU-ČSL,0,22,133
Vít Kaňkovský,KDU-ČSL,A,22,133
Jiří Mihola,KDU-ČSL,0,22,133
Marek Výborný,KDU-ČSL,A,22,133
Dominik Feri,TOP09,A,22,133
Miroslav Kalousek,TOP09,A,22,133
Helena Langšádlová,TOP09,Z,22,133
Markéta Pekarová Adamová,TOP09,A,22,133
Karel Schwarzenberg,TOP09,0,22,133
František Vácha,TOP09,A,22,133
Vlastimil Válek,TOP09,A,22,133
Jan Farský,STAN,0,22,133
Petr Gazdík,STAN,A,22,133
Věra Kovářová,STAN,A,22,133
Jana Krutáková,STAN,A,22,133
Petr Pávek,STAN,N,22,133
Vít Rakušan,STAN,A,22,133
