Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,Z,25,219
Andrej Babiš,ANO,Z,25,219
Andrea Babišová,ANO,Z,25,219
Margita Balaštíková,ANO,Z,25,219
Josef Bělica,ANO,M,25,219
Stanislav Berkovec,ANO,Z,25,219
Jiří Bláha,ANO,Z,25,219
Richard Brabec,ANO,Z,25,219
Milan Brázdil,ANO,Z,25,219
Andrea Brzobohatá,ANO,Z,25,219
Jaroslav Bžoch,ANO,Z,25,219
Monika Červíčková,ANO,Z,25,219
Klára Dostálová,ANO,0,25,219
Lenka Dražilová,ANO,Z,25,219
Jaroslav Faltýnek,ANO,Z,25,219
Kamal Farhan,ANO,Z,25,219
Milan Feranec,ANO,Z,25,219
Eva Fialová,ANO,A,25,219
Stanislav Fridrich,ANO,Z,25,219
Josef Hájek,ANO,Z,25,219
Milan Hnilička,ANO,Z,25,219
Ivan Jáč,ANO,Z,25,219
Miloslav Janulík,ANO,Z,25,219
Aleš Juchelka,ANO,Z,25,219
Pavel Juříček,ANO,Z,25,219
Adam Kalous,ANO,Z,25,219
David Kasal,ANO,Z,25,219
Tomáš Kohoutek,ANO,Z,25,219
Martin Kolovratník,ANO,Z,25,219
Barbora Kořanová,ANO,Z,25,219
Josef Kott,ANO,Z,25,219
Robert Králíček,ANO,Z,25,219
Roman Kubíček,ANO,Z,25,219
Jan Kubík,ANO,Z,25,219
Jaroslav Kytýr,ANO,Z,25,219
Taťána Malá,ANO,Z,25,219
Přemysl Mališ,ANO,Z,25,219
Jiří Mašek,ANO,Z,25,219
Eva Matyášová,ANO,Z,25,219
Radka Maxová,ANO,Z,25,219
Marcela Melková,ANO,Z,25,219
Jana Mračková Vildumetzová,ANO,Z,25,219
Patrik Nacher,ANO,Z,25,219
Marek Novák,ANO,Z,25,219
Monika Oborná,ANO,Z,25,219
Ladislav Okleštěk,ANO,Z,25,219
Zuzana Ožanová,ANO,M,25,219
Jana Pastuchová,ANO,M,25,219
František Petrtýl,ANO,Z,25,219
Pavel Plzák,ANO,Z,25,219
Milan Pour,ANO,Z,25,219
David Pražák,ANO,Z,25,219
Věra Procházková,ANO,Z,25,219
Pavel Pustějovský,ANO,Z,25,219
Karel Rais,ANO,Z,25,219
Michal Ratiborský,ANO,Z,25,219
Jan Richter,ANO,Z,25,219
Miloslava Rutová,ANO,Z,25,219
Pavel Růžička,ANO,Z,25,219
Jan Řehounek,ANO,Z,25,219
Petr Sadovský,ANO,Z,25,219
Jan Schiller,ANO,Z,25,219
Pavel Staněk,ANO,0,25,219
Jiří Strýček,ANO,Z,25,219
Karla Šlechtová,ANO,A,25,219
Julius Špičák,ANO,M,25,219
David Štolpa,ANO,Z,25,219
Dan Ťok,ANO,Z,25,219
Karel Tureček,ANO,M,25,219
Helena Válková,ANO,0,25,219
Petr Venhoda,ANO,Z,25,219
Adam Vojtěch,ANO,0,25,219
Jan Volný,ANO,Z,25,219
Radek Vondráček,ANO,0,25,219
Ivo Vondrák,ANO,M,25,219
Petr Vrána,ANO,Z,25,219
Rostislav Vyzula,ANO,Z,25,219
Radek Zlesák,ANO,Z,25,219
Ivan Adamec,ODS,A,25,219
Jan Bauer,ODS,A,25,219
Martin Baxa,ODS,A,25,219
Petr Beitl,ODS,A,25,219
Marek Benda,ODS,A,25,219
Stanislav Blaha,ODS,A,25,219
Pavel Blažek,ODS,0,25,219
Jana Černochová,ODS,0,25,219
Petr Fiala,ODS,A,25,219
Jakub Janda,ODS,A,25,219
Václav Klaus,ODS,A,25,219
Karel Krejza,ODS,A,25,219
Martin Kupka,ODS,A,25,219
Zuzana Majerová Zahradníková,ODS,M,25,219
Jaroslav Martinů,ODS,A,25,219
Ilona Mauritzová,ODS,A,25,219
Vojtěch Munzar,ODS,A,25,219
Miroslava Němcová,ODS,A,25,219
Jan Skopeček,ODS,0,25,219
Zbyněk Stanjura,ODS,A,25,219
Bohuslav Svoboda,ODS,M,25,219
Jiří Ventruba,ODS,A,25,219
Veronika Vrecionová,ODS,0,25,219
Jan Zahradník,ODS,A,25,219
Pavel Žáček,ODS,M,25,219
Dana Balcarová,Piráti,A,25,219
Lukáš Bartoň,Piráti,A,25,219
Ivan Bartoš,Piráti,A,25,219
Lukáš Černohorský,Piráti,A,25,219
František Elfmark,Piráti,A,25,219
Mikuláš Ferjenčík,Piráti,A,25,219
Radek Holomčík,Piráti,A,25,219
Martin Jiránek,Piráti,A,25,219
Lukáš Kolářík,Piráti,A,25,219
František Kopřiva,Piráti,A,25,219
Lenka Kozlová,Piráti,A,25,219
Jan Lipavský,Piráti,M,25,219
Tomáš Martínek,Piráti,A,25,219
Jakub Michálek,Piráti,A,25,219
Mikuláš Peksa,Piráti,A,25,219
Vojtěch Pikal,Piráti,A,25,219
Ondřej Polanský,Piráti,A,25,219
Jan Pošvář,Piráti,A,25,219
Ondřej Profant,Piráti,A,25,219
Olga Richterová,Piráti,A,25,219
Petr Třešňák,Piráti,A,25,219
Tomáš Vymazal,Piráti,A,25,219
Marian Bojko,SPD,M,25,219
Jaroslav Dvořák,SPD,A,25,219
Radim Fiala,SPD,A,25,219
Jaroslav Holík,SPD,A,25,219
Jan Hrnčíř,SPD,Z,25,219
Tereza Hyťhová,SPD,M,25,219
Monika Jarošová,SPD,A,25,219
Pavel Jelínek,SPD,A,25,219
Jiří Kobza,SPD,A,25,219
Jiří Kohoutek,SPD,A,25,219
Radek Koten,SPD,A,25,219
Jana Levová,SPD,0,25,219
Karla Maříková,SPD,A,25,219
Ivana Nevludová,SPD,M,25,219
Tomio Okamura,SPD,A,25,219
Zdeněk Podal,SPD,A,25,219
Miloslav Rozner,SPD,A,25,219
Radek Rozvoral,SPD,A,25,219
Lucie Šafránková,SPD,A,25,219
Lubomír Španěl,SPD,Z,25,219
Radovan Vích,SPD,A,25,219
Lubomír Volný,SPD,M,25,219
Jiří Běhounek,ČSSD,M,25,219
Jan Birke,ČSSD,Z,25,219
Petr Dolínek,ČSSD,A,25,219
Jaroslav Foldyna,ČSSD,A,25,219
Alena Gajdůšková,ČSSD,A,25,219
Jan Hamáček,ČSSD,Z,25,219
Tomáš Hanzel,ČSSD,Z,25,219
Milan Chovanec,ČSSD,0,25,219
Jan Chvojka,ČSSD,Z,25,219
Roman Onderka,ČSSD,0,25,219
Roman Sklenák,ČSSD,Z,25,219
Antonín Staněk,ČSSD,Z,25,219
Kateřina Valachová,ČSSD,Z,25,219
Ondřej Veselý,ČSSD,A,25,219
Lubomír Zaorálek,ČSSD,0,25,219
Hana Aulická Jírovcová,KSČM,A,25,219
Alexander Černý,KSČM,A,25,219
Jiří Dolejš,KSČM,0,25,219
Vojtěch Filip,KSČM,0,25,219
Miroslav Grebeníček,KSČM,A,25,219
Stanislav Grospič,KSČM,0,25,219
Pavel Kováčik,KSČM,A,25,219
Leo Luzar,KSČM,A,25,219
Květa Matušovská,KSČM,0,25,219
Zdeněk Ondráček,KSČM,A,25,219
Daniel Pawlas,KSČM,A,25,219
Marie Pěnčíková,KSČM,A,25,219
Ivo Pojezný,KSČM,A,25,219
Jiří Valenta,KSČM,A,25,219
Miloslava Vostrá,KSČM,A,25,219
Jan Bartošek,KDU-ČSL,A,25,219
Pavel Bělobrádek,KDU-ČSL,0,25,219
Ondřej Benešík,KDU-ČSL,M,25,219
Jan Čižinský,KDU-ČSL,A,25,219
Pavla Golasowská,KDU-ČSL,A,25,219
Stanislav Juránek,KDU-ČSL,A,25,219
Marian Jurečka,KDU-ČSL,A,25,219
Vít Kaňkovský,KDU-ČSL,A,25,219
Jiří Mihola,KDU-ČSL,M,25,219
Marek Výborný,KDU-ČSL,Z,25,219
Dominik Feri,TOP09,A,25,219
Miroslav Kalousek,TOP09,M,25,219
Helena Langšádlová,TOP09,A,25,219
Markéta Pekarová Adamová,TOP09,A,25,219
Karel Schwarzenberg,TOP09,M,25,219
František Vácha,TOP09,A,25,219
Vlastimil Válek,TOP09,A,25,219
Jan Farský,STAN,A,25,219
Petr Gazdík,STAN,A,25,219
Věra Kovářová,STAN,A,25,219
Jana Krutáková,STAN,A,25,219
Petr Pávek,STAN,A,25,219
Vít Rakušan,STAN,A,25,219
