Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,Z,15,135
Andrej Babiš,ANO,M,15,135
Andrea Babišová,ANO,Z,15,135
Margita Balaštíková,ANO,N,15,135
Josef Bělica,ANO,N,15,135
Stanislav Berkovec,ANO,N,15,135
Jiří Bláha,ANO,N,15,135
Richard Brabec,ANO,Z,15,135
Milan Brázdil,ANO,Z,15,135
Andrea Brzobohatá,ANO,Z,15,135
Jaroslav Bžoch,ANO,Z,15,135
Monika Červíčková,ANO,N,15,135
Klára Dostálová,ANO,Z,15,135
Lenka Dražilová,ANO,N,15,135
Jaroslav Faltýnek,ANO,Z,15,135
Kamal Farhan,ANO,N,15,135
Milan Feranec,ANO,N,15,135
Eva Fialová,ANO,N,15,135
Stanislav Fridrich,ANO,N,15,135
Josef Hájek,ANO,Z,15,135
Milan Hnilička,ANO,N,15,135
Ivan Jáč,ANO,0,15,135
Miloslav Janulík,ANO,N,15,135
Aleš Juchelka,ANO,Z,15,135
Pavel Juříček,ANO,N,15,135
Adam Kalous,ANO,Z,15,135
David Kasal,ANO,N,15,135
Tomáš Kohoutek,ANO,Z,15,135
Martin Kolovratník,ANO,0,15,135
Barbora Kořanová,ANO,N,15,135
Josef Kott,ANO,N,15,135
Robert Králíček,ANO,0,15,135
Roman Kubíček,ANO,N,15,135
Jan Kubík,ANO,Z,15,135
Jaroslav Kytýr,ANO,Z,15,135
Taťána Malá,ANO,M,15,135
Přemysl Mališ,ANO,N,15,135
Jiří Mašek,ANO,M,15,135
Eva Matyášová,ANO,Z,15,135
Radka Maxová,ANO,N,15,135
Marcela Melková,ANO,Z,15,135
Jana Mračková Vildumetzová,ANO,Z,15,135
Patrik Nacher,ANO,0,15,135
Marek Novák,ANO,N,15,135
Monika Oborná,ANO,N,15,135
Ladislav Okleštěk,ANO,Z,15,135
Zuzana Ožanová,ANO,N,15,135
Jana Pastuchová,ANO,Z,15,135
František Petrtýl,ANO,N,15,135
Pavel Plzák,ANO,M,15,135
Milan Pour,ANO,N,15,135
David Pražák,ANO,Z,15,135
Věra Procházková,ANO,Z,15,135
Pavel Pustějovský,ANO,N,15,135
Karel Rais,ANO,N,15,135
Michal Ratiborský,ANO,N,15,135
Jan Richter,ANO,N,15,135
Miloslava Rutová,ANO,N,15,135
Pavel Růžička,ANO,N,15,135
Jan Řehounek,ANO,N,15,135
Petr Sadovský,ANO,N,15,135
Jan Schiller,ANO,N,15,135
Pavel Staněk,ANO,Z,15,135
Martin Stropnický,ANO,0,15,135
Jiří Strýček,ANO,N,15,135
Karla Šlechtová,ANO,0,15,135
Julius Špičák,ANO,N,15,135
David Štolpa,ANO,N,15,135
Dan Ťok,ANO,Z,15,135
Karel Tureček,ANO,Z,15,135
Helena Válková,ANO,Z,15,135
Adam Vojtěch,ANO,Z,15,135
Jan Volný,ANO,Z,15,135
Radek Vondráček,ANO,M,15,135
Ivo Vondrák,ANO,N,15,135
Petr Vrána,ANO,N,15,135
Rostislav Vyzula,ANO,M,15,135
Radek Zlesák,ANO,N,15,135
Ivan Adamec,ODS,N,15,135
Jan Bauer,ODS,M,15,135
Martin Baxa,ODS,Z,15,135
Petr Beitl,ODS,N,15,135
Marek Benda,ODS,Z,15,135
Stanislav Blaha,ODS,N,15,135
Pavel Blažek,ODS,N,15,135
Jana Černochová,ODS,Z,15,135
Petr Fiala,ODS,N,15,135
Jakub Janda,ODS,M,15,135
Václav Klaus,ODS,N,15,135
Karel Krejza,ODS,N,15,135
Martin Kupka,ODS,N,15,135
Zuzana Majerová Zahradníková,ODS,N,15,135
Jaroslav Martinů,ODS,N,15,135
Ilona Mauritzová,ODS,N,15,135
Vojtěch Munzar,ODS,N,15,135
Miroslava Němcová,ODS,Z,15,135
Jan Skopeček,ODS,N,15,135
Zbyněk Stanjura,ODS,N,15,135
Bohuslav Svoboda,ODS,Z,15,135
Jiří Ventruba,ODS,N,15,135
Veronika Vrecionová,ODS,N,15,135
Jan Zahradník,ODS,N,15,135
Pavel Žáček,ODS,N,15,135
Dana Balcarová,Piráti,A,15,135
Lukáš Bartoň,Piráti,A,15,135
Ivan Bartoš,Piráti,A,15,135
Lukáš Černohorský,Piráti,A,15,135
František Elfmark,Piráti,A,15,135
Mikuláš Ferjenčík,Piráti,A,15,135
Radek Holomčík,Piráti,A,15,135
Martin Jiránek,Piráti,A,15,135
Lukáš Kolářík,Piráti,A,15,135
František Kopřiva,Piráti,A,15,135
Lenka Kozlová,Piráti,A,15,135
Jan Lipavský,Piráti,A,15,135
Tomáš Martínek,Piráti,A,15,135
Jakub Michálek,Piráti,A,15,135
Mikuláš Peksa,Piráti,A,15,135
Vojtěch Pikal,Piráti,A,15,135
Ondřej Polanský,Piráti,A,15,135
Jan Pošvář,Piráti,A,15,135
Ondřej Profant,Piráti,A,15,135
Olga Richterová,Piráti,A,15,135
Petr Třešňák,Piráti,A,15,135
Tomáš Vymazal,Piráti,A,15,135
Marian Bojko,SPD,Z,15,135
Jaroslav Dvořák,SPD,Z,15,135
Radim Fiala,SPD,Z,15,135
Jaroslav Holík,SPD,Z,15,135
Jan Hrnčíř,SPD,Z,15,135
Tereza Hyťhová,SPD,Z,15,135
Monika Jarošová,SPD,Z,15,135
Pavel Jelínek,SPD,Z,15,135
Jiří Kobza,SPD,Z,15,135
Jiří Kohoutek,SPD,Z,15,135
Radek Koten,SPD,Z,15,135
Jana Levová,SPD,Z,15,135
Karla Maříková,SPD,Z,15,135
Ivana Nevludová,SPD,Z,15,135
Tomio Okamura,SPD,Z,15,135
Zdeněk Podal,SPD,Z,15,135
Miloslav Rozner,SPD,Z,15,135
Radek Rozvoral,SPD,Z,15,135
Lucie Šafránková,SPD,Z,15,135
Lubomír Španěl,SPD,Z,15,135
Radovan Vích,SPD,Z,15,135
Lubomír Volný,SPD,Z,15,135
Jiří Běhounek,ČSSD,Z,15,135
Jan Birke,ČSSD,Z,15,135
Petr Dolínek,ČSSD,Z,15,135
Jaroslav Foldyna,ČSSD,Z,15,135
Alena Gajdůšková,ČSSD,M,15,135
Jan Hamáček,ČSSD,Z,15,135
Tomáš Hanzel,ČSSD,Z,15,135
Milan Chovanec,ČSSD,Z,15,135
Jan Chvojka,ČSSD,Z,15,135
Roman Onderka,ČSSD,Z,15,135
Roman Sklenák,ČSSD,M,15,135
Antonín Staněk,ČSSD,Z,15,135
Kateřina Valachová,ČSSD,Z,15,135
Ondřej Veselý,ČSSD,Z,15,135
Lubomír Zaorálek,ČSSD,Z,15,135
Hana Aulická Jírovcová,KSČM,Z,15,135
Alexander Černý,KSČM,Z,15,135
Jiří Dolejš,KSČM,Z,15,135
Vojtěch Filip,KSČM,Z,15,135
Miroslav Grebeníček,KSČM,0,15,135
Stanislav Grospič,KSČM,Z,15,135
Vladimír Koníček,KSČM,Z,15,135
Pavel Kováčik,KSČM,Z,15,135
Leo Luzar,KSČM,Z,15,135
Květa Matušovská,KSČM,Z,15,135
Zdeněk Ondráček,KSČM,Z,15,135
Daniel Pawlas,KSČM,Z,15,135
Ivo Pojezný,KSČM,N,15,135
Jiří Valenta,KSČM,N,15,135
Miloslava Vostrá,KSČM,Z,15,135
Jan Bartošek,KDU-ČSL,Z,15,135
Pavel Bělobrádek,KDU-ČSL,A,15,135
Ondřej Benešík,KDU-ČSL,Z,15,135
Jan Čižinský,KDU-ČSL,Z,15,135
Pavla Golasowská,KDU-ČSL,A,15,135
Stanislav Juránek,KDU-ČSL,A,15,135
Marian Jurečka,KDU-ČSL,Z,15,135
Vít Kaňkovský,KDU-ČSL,A,15,135
Jiří Mihola,KDU-ČSL,A,15,135
Marek Výborný,KDU-ČSL,A,15,135
Dominik Feri,TOP09,Z,15,135
Miroslav Kalousek,TOP09,Z,15,135
Helena Langšádlová,TOP09,Z,15,135
Markéta Pekarová Adamová,TOP09,M,15,135
Karel Schwarzenberg,TOP09,Z,15,135
František Vácha,TOP09,M,15,135
Vlastimil Válek,TOP09,Z,15,135
Jan Farský,STAN,A,15,135
Petr Gazdík,STAN,A,15,135
Věra Kovářová,STAN,A,15,135
Jana Krutáková,STAN,A,15,135
Petr Pávek,STAN,M,15,135
Vít Rakušan,STAN,A,15,135
