Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,63,0,1,7,7,18,237
ODS,25,18,0,1,0,6,18,237
Piráti,22,0,19,0,1,2,18,237
SPD,22,15,0,2,2,3,18,237
ČSSD,15,7,1,0,4,3,18,237
KSČM,15,11,0,0,3,1,18,237
KDU-ČSL,10,7,0,0,0,3,18,237
TOP09,7,0,0,3,2,2,18,237
STAN,6,3,0,0,3,0,18,237
Celkem,200,124,20,7,22,27,18,237
