Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,A,26,316
Andrej Babiš,ANO,M,26,316
Andrea Babišová,ANO,A,26,316
Margita Balaštíková,ANO,M,26,316
Josef Bělica,ANO,Z,26,316
Stanislav Berkovec,ANO,A,26,316
Jiří Bláha,ANO,A,26,316
Richard Brabec,ANO,A,26,316
Milan Brázdil,ANO,A,26,316
Andrea Brzobohatá,ANO,A,26,316
Jaroslav Bžoch,ANO,Z,26,316
Monika Červíčková,ANO,A,26,316
Klára Dostálová,ANO,A,26,316
Lenka Dražilová,ANO,A,26,316
Jaroslav Faltýnek,ANO,A,26,316
Kamal Farhan,ANO,A,26,316
Milan Feranec,ANO,A,26,316
Eva Fialová,ANO,A,26,316
Stanislav Fridrich,ANO,Z,26,316
Josef Hájek,ANO,Z,26,316
Milan Hnilička,ANO,A,26,316
Ivan Jáč,ANO,Z,26,316
Miloslav Janulík,ANO,A,26,316
Aleš Juchelka,ANO,Z,26,316
Pavel Juříček,ANO,A,26,316
Adam Kalous,ANO,A,26,316
David Kasal,ANO,A,26,316
Tomáš Kohoutek,ANO,A,26,316
Martin Kolovratník,ANO,A,26,316
Barbora Kořanová,ANO,Z,26,316
Josef Kott,ANO,A,26,316
Robert Králíček,ANO,A,26,316
Roman Kubíček,ANO,A,26,316
Jan Kubík,ANO,M,26,316
Jaroslav Kytýr,ANO,A,26,316
Taťána Malá,ANO,Z,26,316
Přemysl Mališ,ANO,A,26,316
Jiří Mašek,ANO,A,26,316
Eva Matyášová,ANO,A,26,316
Radka Maxová,ANO,Z,26,316
Marcela Melková,ANO,M,26,316
Jana Mračková Vildumetzová,ANO,A,26,316
Patrik Nacher,ANO,A,26,316
Marek Novák,ANO,N,26,316
Monika Oborná,ANO,A,26,316
Ladislav Okleštěk,ANO,A,26,316
Zuzana Ožanová,ANO,Z,26,316
Jana Pastuchová,ANO,A,26,316
František Petrtýl,ANO,A,26,316
Pavel Plzák,ANO,Z,26,316
Milan Pour,ANO,A,26,316
David Pražák,ANO,A,26,316
Věra Procházková,ANO,A,26,316
Pavel Pustějovský,ANO,A,26,316
Karel Rais,ANO,A,26,316
Michal Ratiborský,ANO,Z,26,316
Jan Richter,ANO,A,26,316
Miloslava Rutová,ANO,A,26,316
Pavel Růžička,ANO,Z,26,316
Jan Řehounek,ANO,A,26,316
Petr Sadovský,ANO,Z,26,316
Jan Schiller,ANO,A,26,316
Pavel Staněk,ANO,A,26,316
Jiří Strýček,ANO,Z,26,316
Karla Šlechtová,ANO,A,26,316
Julius Špičák,ANO,A,26,316
David Štolpa,ANO,A,26,316
Dan Ťok,ANO,M,26,316
Karel Tureček,ANO,A,26,316
Helena Válková,ANO,A,26,316
Petr Venhoda,ANO,M,26,316
Adam Vojtěch,ANO,A,26,316
Jan Volný,ANO,A,26,316
Radek Vondráček,ANO,Z,26,316
Ivo Vondrák,ANO,A,26,316
Petr Vrána,ANO,M,26,316
Rostislav Vyzula,ANO,A,26,316
Radek Zlesák,ANO,A,26,316
Ivan Adamec,ODS,A,26,316
Jan Bauer,ODS,A,26,316
Martin Baxa,ODS,A,26,316
Petr Beitl,ODS,A,26,316
Marek Benda,ODS,A,26,316
Stanislav Blaha,ODS,A,26,316
Pavel Blažek,ODS,M,26,316
Jana Černochová,ODS,A,26,316
