Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,A,23,280
Andrej Babiš,ANO,M,23,280
Andrea Babišová,ANO,M,23,280
Margita Balaštíková,ANO,0,23,280
Josef Bělica,ANO,A,23,280
Stanislav Berkovec,ANO,A,23,280
Jiří Bláha,ANO,A,23,280
Richard Brabec,ANO,A,23,280
Milan Brázdil,ANO,A,23,280
Andrea Brzobohatá,ANO,A,23,280
Jaroslav Bžoch,ANO,A,23,280
Monika Červíčková,ANO,A,23,280
Klára Dostálová,ANO,A,23,280
Lenka Dražilová,ANO,A,23,280
Jaroslav Faltýnek,ANO,A,23,280
Kamal Farhan,ANO,A,23,280
Milan Feranec,ANO,A,23,280
Eva Fialová,ANO,A,23,280
Stanislav Fridrich,ANO,A,23,280
Josef Hájek,ANO,A,23,280
Milan Hnilička,ANO,A,23,280
Ivan Jáč,ANO,M,23,280
Miloslav Janulík,ANO,A,23,280
Aleš Juchelka,ANO,A,23,280
Pavel Juříček,ANO,A,23,280
Adam Kalous,ANO,A,23,280
David Kasal,ANO,A,23,280
Tomáš Kohoutek,ANO,A,23,280
Martin Kolovratník,ANO,A,23,280
Barbora Kořanová,ANO,A,23,280
Josef Kott,ANO,A,23,280
Robert Králíček,ANO,A,23,280
Roman Kubíček,ANO,A,23,280
Jan Kubík,ANO,A,23,280
Jaroslav Kytýr,ANO,A,23,280
Taťána Malá,ANO,A,23,280
Přemysl Mališ,ANO,A,23,280
Jiří Mašek,ANO,M,23,280
Eva Matyášová,ANO,M,23,280
Radka Maxová,ANO,A,23,280
Marcela Melková,ANO,A,23,280
Jana Mračková Vildumetzová,ANO,A,23,280
Patrik Nacher,ANO,A,23,280
Marek Novák,ANO,A,23,280
Monika Oborná,ANO,A,23,280
Ladislav Okleštěk,ANO,A,23,280
Zuzana Ožanová,ANO,A,23,280
Jana Pastuchová,ANO,A,23,280
František Petrtýl,ANO,A,23,280
Pavel Plzák,ANO,A,23,280
Milan Pour,ANO,A,23,280
David Pražák,ANO,A,23,280
Věra Procházková,ANO,A,23,280
Pavel Pustějovský,ANO,A,23,280
Karel Rais,ANO,0,23,280
Michal Ratiborský,ANO,A,23,280
