Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,47,0,11,5,15,49,32
ODS,23,13,0,5,0,5,49,32
Piráti,22,19,0,0,0,3,49,32
SPD,20,8,0,6,0,6,49,32
ČSSD,14,2,0,5,0,7,49,32
KSČM,15,11,0,3,1,0,49,32
KDU-ČSL,10,4,0,2,0,4,49,32
TOP09,7,4,0,2,0,1,49,32
STAN,6,1,0,0,0,5,49,32
Nezařaz,5,0,0,1,0,4,49,32
Celkem,200,109,0,35,6,50,49,32
