Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,67,0,4,7,27,4
ODS,24,22,0,0,0,2,27,4
Piráti,22,20,0,0,0,2,27,4
SPD,19,15,0,0,3,1,27,4
ČSSD,15,1,0,2,11,1,27,4
KSČM,15,0,0,0,14,1,27,4
KDU-ČSL,10,10,0,0,0,0,27,4
TOP09,7,5,0,0,1,1,27,4
STAN,6,5,0,0,0,1,27,4
Nezařaz,4,1,2,0,1,0,27,4
Celkem,200,79,69,2,34,16,27,4
