Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,0,2,69,7,15,120
ODS,25,0,0,2,21,2,15,120
Piráti,22,22,0,0,0,0,15,120
SPD,22,0,0,0,21,1,15,120
ČSSD,15,0,3,2,8,2,15,120
KSČM,15,0,0,1,14,0,15,120
KDU-ČSL,10,4,1,0,4,1,15,120
TOP09,7,0,0,2,4,1,15,120
STAN,6,5,0,0,0,1,15,120
Celkem,200,31,4,9,141,15,15,120
