Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,N,16,6
Andrej Babiš,ANO,A,16,6
Andrea Babišová,ANO,Z,16,6
Margita Balaštíková,ANO,N,16,6
Josef Bělica,ANO,N,16,6
Stanislav Berkovec,ANO,N,16,6
Jiří Bláha,ANO,N,16,6
Richard Brabec,ANO,N,16,6
Milan Brázdil,ANO,N,16,6
Andrea Brzobohatá,ANO,Z,16,6
Jaroslav Bžoch,ANO,N,16,6
Monika Červíčková,ANO,N,16,6
Klára Dostálová,ANO,N,16,6
Lenka Dražilová,ANO,0,16,6
Jaroslav Faltýnek,ANO,N,16,6
Kamal Farhan,ANO,N,16,6
Milan Feranec,ANO,N,16,6
Eva Fialová,ANO,N,16,6
Stanislav Fridrich,ANO,N,16,6
Josef Hájek,ANO,0,16,6
Milan Hnilička,ANO,N,16,6
Ivan Jáč,ANO,N,16,6
Miloslav Janulík,ANO,N,16,6
Aleš Juchelka,ANO,N,16,6
Pavel Juříček,ANO,N,16,6
Adam Kalous,ANO,N,16,6
David Kasal,ANO,N,16,6
Tomáš Kohoutek,ANO,0,16,6
Martin Kolovratník,ANO,0,16,6
Barbora Kořanová,ANO,N,16,6
Josef Kott,ANO,N,16,6
Robert Králíček,ANO,N,16,6
Roman Kubíček,ANO,N,16,6
Jan Kubík,ANO,N,16,6
Jaroslav Kytýr,ANO,N,16,6
Taťána Malá,ANO,N,16,6
Přemysl Mališ,ANO,N,16,6
Jiří Mašek,ANO,0,16,6
Eva Matyášová,ANO,N,16,6
Radka Maxová,ANO,N,16,6
Marcela Melková,ANO,N,16,6
Jana Mračková Vildumetzová,ANO,N,16,6
Patrik Nacher,ANO,Z,16,6
Marek Novák,ANO,N,16,6
Monika Oborná,ANO,N,16,6
Ladislav Okleštěk,ANO,N,16,6
Zuzana Ožanová,ANO,N,16,6
Jana Pastuchová,ANO,N,16,6
František Petrtýl,ANO,N,16,6
Pavel Plzák,ANO,N,16,6
Milan Pour,ANO,0,16,6
David Pražák,ANO,N,16,6
Věra Procházková,ANO,N,16,6
Pavel Pustějovský,ANO,N,16,6
Karel Rais,ANO,N,16,6
Michal Ratiborský,ANO,0,16,6
Jan Richter,ANO,N,16,6
Miloslava Rutová,ANO,N,16,6
Pavel Růžička,ANO,N,16,6
Jan Řehounek,ANO,0,16,6
Petr Sadovský,ANO,N,16,6
Jan Schiller,ANO,N,16,6
Pavel Staněk,ANO,N,16,6
Martin Stropnický,ANO,N,16,6
Jiří Strýček,ANO,N,16,6
Karla Šlechtová,ANO,N,16,6
Julius Špičák,ANO,N,16,6
David Štolpa,ANO,N,16,6
Dan Ťok,ANO,Z,16,6
Karel Tureček,ANO,N,16,6
Helena Válková,ANO,0,16,6
Adam Vojtěch,ANO,Z,16,6
Jan Volný,ANO,N,16,6
Radek Vondráček,ANO,0,16,6
Ivo Vondrák,ANO,N,16,6
Petr Vrána,ANO,N,16,6
Rostislav Vyzula,ANO,N,16,6
Radek Zlesák,ANO,N,16,6
Ivan Adamec,ODS,A,16,6
Jan Bauer,ODS,0,16,6
Martin Baxa,ODS,A,16,6
Petr Beitl,ODS,A,16,6
Marek Benda,ODS,A,16,6
Stanislav Blaha,ODS,A,16,6
Pavel Blažek,ODS,A,16,6
Jana Černochová,ODS,A,16,6
Petr Fiala,ODS,A,16,6
Jakub Janda,ODS,A,16,6
Václav Klaus,ODS,0,16,6
Karel Krejza,ODS,0,16,6
Martin Kupka,ODS,A,16,6
Zuzana Majerová Zahradníková,ODS,0,16,6
Jaroslav Martinů,ODS,A,16,6
Ilona Mauritzová,ODS,A,16,6
Vojtěch Munzar,ODS,A,16,6
Miroslava Němcová,ODS,Z,16,6
Jan Skopeček,ODS,A,16,6
