Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,19,2,0,52,5,18,37
ODS,25,21,0,1,0,3,18,37
Piráti,22,20,0,0,1,1,18,37
SPD,22,20,0,1,0,1,18,37
ČSSD,15,11,0,3,0,1,18,37
KSČM,15,14,0,0,0,1,18,37
KDU-ČSL,10,9,0,0,0,1,18,37
TOP09,7,5,0,1,0,1,18,37
STAN,6,5,0,0,0,1,18,37
Celkem,200,124,2,6,53,15,18,37
