Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,N,28,412
Andrej Babiš,ANO,N,28,412
Andrea Babišová,ANO,N,28,412
Margita Balaštíková,ANO,N,28,412
Josef Bělica,ANO,N,28,412
Stanislav Berkovec,ANO,N,28,412
Jiří Bláha,ANO,N,28,412
Richard Brabec,ANO,N,28,412
Milan Brázdil,ANO,N,28,412
Andrea Brzobohatá,ANO,N,28,412
Jaroslav Bžoch,ANO,Z,28,412
Monika Červíčková,ANO,N,28,412
Klára Dostálová,ANO,M,28,412
Lenka Dražilová,ANO,Z,28,412
Jaroslav Faltýnek,ANO,N,28,412
Kamal Farhan,ANO,N,28,412
Milan Feranec,ANO,N,28,412
Eva Fialová,ANO,N,28,412
Stanislav Fridrich,ANO,N,28,412
Josef Hájek,ANO,Z,28,412
Milan Hnilička,ANO,N,28,412
Ivan Jáč,ANO,N,28,412
Miloslav Janulík,ANO,N,28,412
Aleš Juchelka,ANO,N,28,412
Pavel Juříček,ANO,M,28,412
Iva Kalátová,ANO,M,28,412
Adam Kalous,ANO,N,28,412
David Kasal,ANO,N,28,412
Tomáš Kohoutek,ANO,N,28,412
Martin Kolovratník,ANO,N,28,412
Barbora Kořanová,ANO,N,28,412
Josef Kott,ANO,N,28,412
Robert Králíček,ANO,Z,28,412
Roman Kubíček,ANO,N,28,412
Jan Kubík,ANO,Z,28,412
Jaroslav Kytýr,ANO,N,28,412
Taťána Malá,ANO,N,28,412
Přemysl Mališ,ANO,N,28,412
Jiří Mašek,ANO,N,28,412
Eva Matyášová,ANO,N,28,412
Radka Maxová,ANO,M,28,412
Marcela Melková,ANO,N,28,412
Jana Mračková Vildumetzová,ANO,N,28,412
Patrik Nacher,ANO,Z,28,412
Marek Novák,ANO,N,28,412
Monika Oborná,ANO,N,28,412
Ladislav Okleštěk,ANO,N,28,412
Zuzana Ožanová,ANO,M,28,412
Jana Pastuchová,ANO,N,28,412
František Petrtýl,ANO,N,28,412
Pavel Plzák,ANO,N,28,412
Milan Pour,ANO,N,28,412
David Pražák,ANO,N,28,412
Věra Procházková,ANO,N,28,412
Pavel Pustějovský,ANO,M,28,412
Karel Rais,ANO,N,28,412
Michal Ratiborský,ANO,N,28,412
Jan Richter,ANO,N,28,412
Miloslava Rutová,ANO,N,28,412
Pavel Růžička,ANO,N,28,412
Jan Řehounek,ANO,N,28,412
Petr Sadovský,ANO,N,28,412
Jan Schiller,ANO,N,28,412
Pavel Staněk,ANO,Z,28,412
Jiří Strýček,ANO,N,28,412
Karla Šlechtová,ANO,N,28,412
Julius Špičák,ANO,N,28,412
David Štolpa,ANO,N,28,412
Karel Tureček,ANO,N,28,412
Helena Válková,ANO,N,28,412
Petr Venhoda,ANO,Z,28,412
Adam Vojtěch,ANO,Z,28,412
Jan Volný,ANO,N,28,412
Radek Vondráček,ANO,M,28,412
Ivo Vondrák,ANO,N,28,412
Petr Vrána,ANO,N,28,412
Rostislav Vyzula,ANO,M,28,412
Radek Zlesák,ANO,N,28,412
Ivan Adamec,ODS,A,28,412
Jan Bauer,ODS,M,28,412
Martin Baxa,ODS,A,28,412
Petr Beitl,ODS,A,28,412
Marek Benda,ODS,A,28,412
Stanislav Blaha,ODS,A,28,412
Pavel Blažek,ODS,A,28,412
Jana Černochová,ODS,A,28,412
Petr Fiala,ODS,0,28,412
Jakub Janda,ODS,A,28,412
Karel Krejza,ODS,A,28,412
Martin Kupka,ODS,A,28,412
Jaroslav Martinů,ODS,A,28,412
