Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,70,0,8,0,22,166
ODS,25,24,0,0,0,1,22,166
Piráti,22,22,0,0,0,0,22,166
SPD,22,18,0,0,0,4,22,166
ČSSD,15,0,5,0,10,0,22,166
KSČM,15,0,0,0,15,0,22,166
KDU-ČSL,10,10,0,0,0,0,22,166
TOP09,7,7,0,0,0,0,22,166
STAN,6,6,0,0,0,0,22,166
Celkem,200,87,75,0,33,5,22,166
