Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,17,25,21,15,12,171
ODS,25,13,0,9,0,3,12,171
Piráti,22,4,1,4,10,3,12,171
SPD,22,10,0,7,0,5,12,171
ČSSD,15,3,0,6,1,5,12,171
KSČM,15,1,0,8,5,1,12,171
KDU-ČSL,10,5,0,2,2,1,12,171
TOP09,7,1,0,5,0,1,12,171
STAN,6,0,0,3,0,3,12,171
Celkem,200,37,18,69,39,37,12,171
