Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,70,0,1,1,6,37,3
ODS,23,0,19,0,3,1,37,3
Piráti,22,0,6,0,15,1,37,3
SPD,19,0,0,0,19,0,37,3
ČSSD,15,10,0,1,0,4,37,3
KSČM,15,14,0,0,0,1,37,3
KDU-ČSL,10,0,2,0,8,0,37,3
TOP09,7,0,0,0,7,0,37,3
STAN,6,0,0,0,6,0,37,3
Nezařaz,5,0,0,0,5,0,37,3
Celkem,200,94,27,2,64,13,37,3
