Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,68,0,1,3,6,25,238
ODS,25,20,1,1,0,3,25,238
Piráti,22,21,0,0,0,1,25,238
SPD,22,18,0,0,0,4,25,238
ČSSD,15,14,0,0,0,1,25,238
KSČM,15,14,0,0,1,0,25,238
KDU-ČSL,10,8,0,0,0,2,25,238
TOP09,7,5,0,0,0,2,25,238
STAN,6,6,0,0,0,0,25,238
Celkem,200,174,1,2,4,19,25,238
