Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,35,6,7,22,8,11,34
ODS,25,2,21,0,1,1,11,34
Piráti,22,6,4,0,12,0,11,34
SPD,22,16,0,0,1,5,11,34
ČSSD,15,4,5,3,3,0,11,34
KSČM,15,0,0,2,9,4,11,34
KDU-ČSL,10,4,2,0,2,2,11,34
TOP09,7,2,3,0,1,1,11,34
STAN,6,1,5,0,0,0,11,34
Celkem,200,70,46,12,51,21,11,34
