Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,3,2,63,10,7,105
ODS,25,9,0,1,14,1,7,105
Piráti,22,0,4,0,17,1,7,105
SPD,22,0,0,3,17,2,7,105
ČSSD,15,0,0,3,6,6,7,105
KSČM,15,2,1,0,10,2,7,105
KDU-ČSL,10,1,0,1,6,2,7,105
TOP09,7,1,0,0,5,1,7,105
STAN,6,0,0,2,4,0,7,105
Celkem,200,13,8,12,142,25,7,105
