Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,59,1,12,6,34,96
ODS,23,20,0,0,0,3,34,96
Piráti,22,20,0,0,0,2,34,96
SPD,19,17,0,0,1,1,34,96
ČSSD,15,0,8,2,0,5,34,96
KSČM,15,0,1,2,9,3,34,96
KDU-ČSL,10,8,0,0,0,2,34,96
TOP09,7,4,0,0,0,3,34,96
STAN,6,3,0,1,0,2,34,96
Nezařaz,5,0,0,0,5,0,34,96
Celkem,200,72,68,6,27,27,34,96
