Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,Z,39,117
Andrej Babiš,ANO,0,39,117
Andrea Babišová,ANO,Z,39,117
Ondřej Babka,ANO,Z,39,117
Margita Balaštíková,ANO,Z,39,117
Josef Bělica,ANO,Z,39,117
Stanislav Berkovec,ANO,Z,39,117
Jiří Bláha,ANO,Z,39,117
Richard Brabec,ANO,0,39,117
Milan Brázdil,ANO,Z,39,117
Andrea Brzobohatá,ANO,Z,39,117
Jaroslav Bžoch,ANO,Z,39,117
Monika Červíčková,ANO,Z,39,117
Klára Dostálová,ANO,0,39,117
Lenka Dražilová,ANO,Z,39,117
Jaroslav Faltýnek,ANO,Z,39,117
Kamal Farhan,ANO,Z,39,117
Milan Feranec,ANO,Z,39,117
Eva Fialová,ANO,M,39,117
Stanislav Fridrich,ANO,Z,39,117
Josef Hájek,ANO,Z,39,117
Milan Hnilička,ANO,Z,39,117
Ivan Jáč,ANO,Z,39,117
Miloslav Janulík,ANO,Z,39,117
Aleš Juchelka,ANO,Z,39,117
Pavel Juříček,ANO,Z,39,117
Iva Kalátová,ANO,Z,39,117
Adam Kalous,ANO,Z,39,117
David Kasal,ANO,Z,39,117
Tomáš Kohoutek,ANO,Z,39,117
Martin Kolovratník,ANO,Z,39,117
Barbora Kořanová,ANO,0,39,117
Josef Kott,ANO,Z,39,117
Robert Králíček,ANO,Z,39,117
Roman Kubíček,ANO,Z,39,117
Jan Kubík,ANO,Z,39,117
Jaroslav Kytýr,ANO,M,39,117
Taťána Malá,ANO,Z,39,117
Přemysl Mališ,ANO,Z,39,117
Jiří Mašek,ANO,Z,39,117
Eva Matyášová,ANO,Z,39,117
Marcela Melková,ANO,Z,39,117
Jana Mračková Vildumetzová,ANO,Z,39,117
Patrik Nacher,ANO,Z,39,117
Marek Novák,ANO,Z,39,117
Monika Oborná,ANO,Z,39,117
Ladislav Okleštěk,ANO,M,39,117
Zuzana Ožanová,ANO,Z,39,117
Jana Pastuchová,ANO,Z,39,117
František Petrtýl,ANO,Z,39,117
Pavel Plzák,ANO,Z,39,117
Milan Pour,ANO,M,39,117
David Pražák,ANO,Z,39,117
Věra Procházková,ANO,Z,39,117
Pavel Pustějovský,ANO,Z,39,117
Karel Rais,ANO,Z,39,117
Michal Ratiborský,ANO,Z,39,117
Jan Richter,ANO,Z,39,117
