Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,68,0,0,7,3,12,221
ODS,25,21,0,2,1,1,12,221
Piráti,22,22,0,0,0,0,12,221
SPD,22,0,0,1,20,1,12,221
ČSSD,15,12,0,0,0,3,12,221
KSČM,15,12,0,1,1,1,12,221
KDU-ČSL,10,9,0,0,1,0,12,221
TOP09,7,4,0,1,0,2,12,221
STAN,6,4,0,0,1,1,12,221
Celkem,200,152,0,5,31,12,12,221
