Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,0,0,35,43,57,90
ODS,23,11,0,0,0,12,57,90
Piráti,22,10,0,0,0,12,57,90
SPD,19,0,0,0,8,11,57,90
ČSSD,14,7,0,0,0,7,57,90
KSČM,15,0,0,0,7,8,57,90
KDU-ČSL,10,5,0,0,0,5,57,90
TOP09,7,3,0,1,0,3,57,90
STAN,6,2,0,1,0,3,57,90
Nezařaz,6,0,0,0,0,6,57,90
Celkem,200,38,0,2,50,110,57,90
