Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,6,46
Andrej Babiš,ANO,A,6,46
Andrea Babišová,ANO,A,6,46
Margita Balaštíková,ANO,A,6,46
Josef Bělica,ANO,A,6,46
Stanislav Berkovec,ANO,A,6,46
Jiří Bláha,ANO,A,6,46
Richard Brabec,ANO,A,6,46
Milan Brázdil,ANO,A,6,46
Andrea Brzobohatá,ANO,A,6,46
Jaroslav Bžoch,ANO,A,6,46
Klára Dostálová,ANO,A,6,46
Lenka Dražilová,ANO,M,6,46
Jaroslav Faltýnek,ANO,A,6,46
Kamal Farhan,ANO,A,6,46
Milan Feranec,ANO,A,6,46
Eva Fialová,ANO,A,6,46
Stanislav Fridrich,ANO,A,6,46
Josef Hájek,ANO,A,6,46
Milan Hnilička,ANO,A,6,46
Ivan Jáč,ANO,A,6,46
Miloslav Janulík,ANO,A,6,46
Aleš Juchelka,ANO,A,6,46
Pavel Juříček,ANO,A,6,46
Adam Kalous,ANO,A,6,46
David Kasal,ANO,A,6,46
Tomáš Kohoutek,ANO,A,6,46
Martin Kolovratník,ANO,A,6,46
Barbora Kořanová,ANO,A,6,46
Josef Kott,ANO,A,6,46
Robert Králíček,ANO,A,6,46
Roman Kubíček,ANO,A,6,46
Jan Kubík,ANO,A,6,46
Jaroslav Kytýr,ANO,M,6,46
Taťána Malá,ANO,A,6,46
Přemysl Mališ,ANO,A,6,46
Jiří Mašek,ANO,A,6,46
Eva Matyášová,ANO,A,6,46
Radka Maxová,ANO,M,6,46
Marcela Melková,ANO,A,6,46
Jana Mračková Vildumetzová,ANO,A,6,46
Patrik Nacher,ANO,A,6,46
Marek Novák,ANO,A,6,46
Monika Oborná,ANO,A,6,46
Ladislav Okleštěk,ANO,A,6,46
Zuzana Ožanová,ANO,A,6,46
Jana Pastuchová,ANO,A,6,46
Robert Pelikán,ANO,Z,6,46
František Petrtýl,ANO,A,6,46
Pavel Plzák,ANO,A,6,46
Milan Pour,ANO,A,6,46
David Pražák,ANO,0,6,46
Věra Procházková,ANO,A,6,46
Pavel Pustějovský,ANO,A,6,46
Karel Rais,ANO,A,6,46
Michal Ratiborský,ANO,A,6,46
Jan Richter,ANO,A,6,46
Miloslava Rutová,ANO,A,6,46
Pavel Růžička,ANO,M,6,46
Jan Řehounek,ANO,A,6,46
Petr Sadovský,ANO,A,6,46
Jan Schiller,ANO,A,6,46
Pavel Staněk,ANO,M,6,46
Martin Stropnický,ANO,A,6,46
Jiří Strýček,ANO,A,6,46
Karla Šlechtová,ANO,0,6,46
Julius Špičák,ANO,M,6,46
David Štolpa,ANO,A,6,46
Dan Ťok,ANO,M,6,46
Karel Tureček,ANO,A,6,46
Helena Válková,ANO,A,6,46
Adam Vojtěch,ANO,A,6,46
Jan Volný,ANO,A,6,46
Radek Vondráček,ANO,A,6,46
Ivo Vondrák,ANO,A,6,46
Petr Vrána,ANO,A,6,46
Rostislav Vyzula,ANO,A,6,46
Radek Zlesák,ANO,A,6,46
Ivan Adamec,ODS,N,6,46
Jan Bauer,ODS,N,6,46
Martin Baxa,ODS,N,6,46
Petr Beitl,ODS,N,6,46
Marek Benda,ODS,N,6,46
Stanislav Blaha,ODS,N,6,46
Pavel Blažek,ODS,Z,6,46
Jana Černochová,ODS,N,6,46
Petr Fiala,ODS,N,6,46
Jakub Janda,ODS,N,6,46
Václav Klaus,ODS,N,6,46
Karel Krejza,ODS,Z,6,46
Martin Kupka,ODS,N,6,46
Zuzana Majerová Zahradníková,ODS,N,6,46
Jaroslav Martinů,ODS,N,6,46
Ilona Mauritzová,ODS,Z,6,46
Vojtěch Munzar,ODS,N,6,46
Miroslava Němcová,ODS,M,6,46
Jan Skopeček,ODS,M,6,46
Zbyněk Stanjura,ODS,N,6,46
Bohuslav Svoboda,ODS,N,6,46
Jiří Ventruba,ODS,N,6,46
Veronika Vrecionová,ODS,N,6,46
Jan Zahradník,ODS,N,6,46
Pavel Žáček,ODS,N,6,46
Dana Balcarová,Piráti,M,6,46
Lukáš Bartoň,Piráti,A,6,46
Ivan Bartoš,Piráti,Z,6,46
Lukáš Černohorský,Piráti,A,6,46
František Elfmark,Piráti,A,6,46
Mikuláš Ferjenčík,Piráti,A,6,46
Radek Holomčík,Piráti,A,6,46
Martin Jiránek,Piráti,A,6,46
Lukáš Kolářík,Piráti,A,6,46
František Kopřiva,Piráti,M,6,46
Lenka Kozlová,Piráti,N,6,46
Jan Lipavský,Piráti,Z,6,46
Tomáš Martínek,Piráti,A,6,46
Jakub Michálek,Piráti,A,6,46
Mikuláš Peksa,Piráti,Z,6,46
Vojtěch Pikal,Piráti,A,6,46
Ondřej Polanský,Piráti,0,6,46
Jan Pošvář,Piráti,A,6,46
Ondřej Profant,Piráti,A,6,46
Olga Richterová,Piráti,A,6,46
Petr Třešňák,Piráti,A,6,46
Tomáš Vymazal,Piráti,N,6,46
Marian Bojko,SPD,A,6,46
Jaroslav Dvořák,SPD,A,6,46
Radim Fiala,SPD,Z,6,46
Jaroslav Holík,SPD,M,6,46
Jan Hrnčíř,SPD,0,6,46
Tereza Hyťhová,SPD,A,6,46
Monika Jarošová,SPD,N,6,46
Pavel Jelínek,SPD,A,6,46
Jiří Kobza,SPD,M,6,46
Jiří Kohoutek,SPD,A,6,46
Radek Koten,SPD,A,6,46
Jana Levová,SPD,Z,6,46
Karla Maříková,SPD,Z,6,46
Ivana Nevludová,SPD,M,6,46
Tomio Okamura,SPD,Z,6,46
Zdeněk Podal,SPD,M,6,46
Miloslav Rozner,SPD,A,6,46
Radek Rozvoral,SPD,0,6,46
Lucie Šafránková,SPD,A,6,46
Lubomír Španěl,SPD,Z,6,46
Radovan Vích,SPD,A,6,46
Lubomír Volný,SPD,M,6,46
Jiří Běhounek,ČSSD,M,6,46
