Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,48,0,4,6,20,26,123
ODS,25,17,0,4,1,3,26,123
Piráti,22,16,0,1,2,3,26,123
SPD,22,13,0,2,3,4,26,123
ČSSD,15,6,0,0,3,6,26,123
KSČM,15,9,0,2,1,3,26,123
KDU-ČSL,10,5,0,1,2,2,26,123
TOP09,7,3,0,0,1,3,26,123
STAN,6,3,0,0,2,1,26,123
Celkem,200,120,0,14,21,45,26,123
