Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,0,0,75,3,32,14
ODS,23,0,0,0,21,2,32,14
Piráti,22,0,0,0,20,2,32,14
SPD,19,0,0,0,17,2,32,14
ČSSD,15,0,0,0,13,2,32,14
KSČM,15,0,0,0,14,1,32,14
KDU-ČSL,10,0,0,0,9,1,32,14
TOP09,7,0,0,0,7,0,32,14
STAN,6,1,0,0,4,1,32,14
Nezařaz,5,0,0,1,3,1,32,14
Celkem,200,1,0,1,183,15,32,14
