Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,6,80
Andrej Babiš,ANO,M,6,80
Andrea Babišová,ANO,A,6,80
Margita Balaštíková,ANO,0,6,80
Josef Bělica,ANO,A,6,80
Stanislav Berkovec,ANO,A,6,80
Jiří Bláha,ANO,A,6,80
Richard Brabec,ANO,A,6,80
Milan Brázdil,ANO,A,6,80
Andrea Brzobohatá,ANO,Z,6,80
Jaroslav Bžoch,ANO,M,6,80
Klára Dostálová,ANO,A,6,80
Lenka Dražilová,ANO,M,6,80
Jaroslav Faltýnek,ANO,Z,6,80
Kamal Farhan,ANO,A,6,80
Milan Feranec,ANO,M,6,80
Eva Fialová,ANO,A,6,80
Stanislav Fridrich,ANO,A,6,80
Josef Hájek,ANO,Z,6,80
Milan Hnilička,ANO,A,6,80
Ivan Jáč,ANO,A,6,80
Miloslav Janulík,ANO,A,6,80
Aleš Juchelka,ANO,A,6,80
Pavel Juříček,ANO,A,6,80
Adam Kalous,ANO,A,6,80
David Kasal,ANO,M,6,80
Tomáš Kohoutek,ANO,A,6,80
Martin Kolovratník,ANO,Z,6,80
Barbora Kořanová,ANO,A,6,80
Josef Kott,ANO,A,6,80
Robert Králíček,ANO,A,6,80
Roman Kubíček,ANO,A,6,80
Jan Kubík,ANO,A,6,80
Jaroslav Kytýr,ANO,M,6,80
Taťána Malá,ANO,M,6,80
Přemysl Mališ,ANO,0,6,80
Jiří Mašek,ANO,A,6,80
Eva Matyášová,ANO,A,6,80
Radka Maxová,ANO,M,6,80
Marcela Melková,ANO,A,6,80
Jana Mračková Vildumetzová,ANO,M,6,80
Patrik Nacher,ANO,M,6,80
Marek Novák,ANO,A,6,80
Monika Oborná,ANO,A,6,80
Ladislav Okleštěk,ANO,A,6,80
Zuzana Ožanová,ANO,A,6,80
Jana Pastuchová,ANO,A,6,80
Robert Pelikán,ANO,Z,6,80
František Petrtýl,ANO,A,6,80
Pavel Plzák,ANO,A,6,80
Milan Pour,ANO,A,6,80
David Pražák,ANO,0,6,80
Věra Procházková,ANO,M,6,80
Pavel Pustějovský,ANO,Z,6,80
Karel Rais,ANO,A,6,80
Michal Ratiborský,ANO,A,6,80
Jan Richter,ANO,A,6,80
Miloslava Rutová,ANO,A,6,80
Pavel Růžička,ANO,M,6,80
Jan Řehounek,ANO,M,6,80
Petr Sadovský,ANO,A,6,80
Jan Schiller,ANO,A,6,80
Pavel Staněk,ANO,M,6,80
Martin Stropnický,ANO,M,6,80
Jiří Strýček,ANO,A,6,80
Karla Šlechtová,ANO,A,6,80
Julius Špičák,ANO,M,6,80
David Štolpa,ANO,A,6,80
Dan Ťok,ANO,M,6,80
Karel Tureček,ANO,Z,6,80
Helena Válková,ANO,0,6,80
Adam Vojtěch,ANO,Z,6,80
Jan Volný,ANO,M,6,80
Radek Vondráček,ANO,Z,6,80
Ivo Vondrák,ANO,A,6,80
Petr Vrána,ANO,M,6,80
Rostislav Vyzula,ANO,A,6,80
Radek Zlesák,ANO,0,6,80
Ivan Adamec,ODS,N,6,80
Jan Bauer,ODS,N,6,80
Martin Baxa,ODS,M,6,80
Petr Beitl,ODS,0,6,80
Marek Benda,ODS,N,6,80
Stanislav Blaha,ODS,N,6,80
Pavel Blažek,ODS,0,6,80
Jana Černochová,ODS,N,6,80
Petr Fiala,ODS,0,6,80
Jakub Janda,ODS,N,6,80
Václav Klaus,ODS,Z,6,80
Karel Krejza,ODS,0,6,80
Martin Kupka,ODS,N,6,80
Zuzana Majerová Zahradníková,ODS,N,6,80
Jaroslav Martinů,ODS,N,6,80
Ilona Mauritzová,ODS,0,6,80
Vojtěch Munzar,ODS,N,6,80
Miroslava Němcová,ODS,M,6,80
Jan Skopeček,ODS,N,6,80
Zbyněk Stanjura,ODS,Z,6,80
Bohuslav Svoboda,ODS,0,6,80
Jiří Ventruba,ODS,N,6,80
Veronika Vrecionová,ODS,N,6,80
Jan Zahradník,ODS,N,6,80
Pavel Žáček,ODS,N,6,80
Dana Balcarová,Piráti,M,6,80
Lukáš Bartoň,Piráti,N,6,80
Ivan Bartoš,Piráti,N,6,80
Lukáš Černohorský,Piráti,N,6,80
František Elfmark,Piráti,N,6,80
Mikuláš Ferjenčík,Piráti,M,6,80
Radek Holomčík,Piráti,N,6,80
Martin Jiránek,Piráti,N,6,80
Lukáš Kolářík,Piráti,Z,6,80
František Kopřiva,Piráti,M,6,80
Lenka Kozlová,Piráti,N,6,80
Jan Lipavský,Piráti,M,6,80
Tomáš Martínek,Piráti,N,6,80
Jakub Michálek,Piráti,N,6,80
Mikuláš Peksa,Piráti,N,6,80
Vojtěch Pikal,Piráti,N,6,80
Ondřej Polanský,Piráti,N,6,80
Jan Pošvář,Piráti,N,6,80
Ondřej Profant,Piráti,N,6,80
Olga Richterová,Piráti,N,6,80
Petr Třešňák,Piráti,M,6,80
Tomáš Vymazal,Piráti,N,6,80
Marian Bojko,SPD,A,6,80
Jaroslav Dvořák,SPD,A,6,80
Radim Fiala,SPD,M,6,80
Jaroslav Holík,SPD,M,6,80
Jan Hrnčíř,SPD,A,6,80
Tereza Hyťhová,SPD,M,6,80
Monika Jarošová,SPD,M,6,80
Pavel Jelínek,SPD,M,6,80
Jiří Kobza,SPD,M,6,80
Jiří Kohoutek,SPD,A,6,80
Radek Koten,SPD,A,6,80
Jana Levová,SPD,M,6,80
Karla Maříková,SPD,M,6,80
Ivana Nevludová,SPD,A,6,80
Tomio Okamura,SPD,M,6,80
Zdeněk Podal,SPD,A,6,80
Miloslav Rozner,SPD,A,6,80
Radek Rozvoral,SPD,A,6,80
Lucie Šafránková,SPD,A,6,80
Lubomír Španěl,SPD,A,6,80
Radovan Vích,SPD,M,6,80
Lubomír Volný,SPD,A,6,80
Jiří Běhounek,ČSSD,M,6,80
Jan Birke,ČSSD,M,6,80
Petr Dolínek,ČSSD,M,6,80
Jaroslav Foldyna,ČSSD,0,6,80
Alena Gajdůšková,ČSSD,N,6,80
Jan Hamáček,ČSSD,N,6,80
Tomáš Hanzel,ČSSD,0,6,80
Milan Chovanec,ČSSD,N,6,80
Jan Chvojka,ČSSD,N,6,80
Roman Onderka,ČSSD,M,6,80
Bohuslav Sobotka,ČSSD,0,6,80
Antonín Staněk,ČSSD,M,6,80
Kateřina Valachová,ČSSD,N,6,80
Ondřej Veselý,ČSSD,M,6,80
Lubomír Zaorálek,ČSSD,N,6,80
Hana Aulická Jírovcová,KSČM,M,6,80
Alexander Černý,KSČM,Z,6,80
Jiří Dolejš,KSČM,Z,6,80
Vojtěch Filip,KSČM,Z,6,80
Miroslav Grebeníček,KSČM,0,6,80
Stanislav Grospič,KSČM,Z,6,80
Vladimír Koníček,KSČM,N,6,80
Pavel Kováčik,KSČM,0,6,80
Leo Luzar,KSČM,N,6,80
Květa Matušovská,KSČM,N,6,80
Zdeněk Ondráček,KSČM,Z,6,80
Daniel Pawlas,KSČM,N,6,80
Ivo Pojezný,KSČM,Z,6,80
Jiří Valenta,KSČM,N,6,80
Miloslava Vostrá,KSČM,N,6,80
Jan Bartošek,KDU-ČSL,N,6,80
Pavel Bělobrádek,KDU-ČSL,N,6,80
Ondřej Benešík,KDU-ČSL,N,6,80
Jan Čižinský,KDU-ČSL,M,6,80
Pavla Golasowská,KDU-ČSL,N,6,80
Stanislav Juránek,KDU-ČSL,N,6,80
Marian Jurečka,KDU-ČSL,M,6,80
Vít Kaňkovský,KDU-ČSL,N,6,80
Jiří Mihola,KDU-ČSL,M,6,80
Marek Výborný,KDU-ČSL,N,6,80
Dominik Feri,TOP09,N,6,80
Miroslav Kalousek,TOP09,N,6,80
Helena Langšádlová,TOP09,N,6,80
Markéta Pekarová Adamová,TOP09,0,6,80
Karel Schwarzenberg,TOP09,N,6,80
František Vácha,TOP09,N,6,80
Vlastimil Válek,TOP09,M,6,80
Jan Farský,STAN,N,6,80
Petr Gazdík,STAN,Z,6,80
Věra Kovářová,STAN,Z,6,80
Jana Krutáková,STAN,N,6,80
Petr Pávek,STAN,M,6,80
Vít Rakušan,STAN,N,6,80
