Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,61,0,9,8,29,412
ODS,23,21,0,1,0,1,29,412
Piráti,22,20,0,1,1,0,29,412
SPD,19,17,0,0,0,2,29,412
ČSSD,15,0,7,2,4,2,29,412
KSČM,15,0,10,0,3,2,29,412
KDU-ČSL,10,7,0,2,0,1,29,412
TOP09,7,6,0,0,0,1,29,412
STAN,6,2,0,0,2,2,29,412
Nezařaz,5,3,0,0,1,1,29,412
Celkem,200,76,78,6,20,20,29,412
