Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,A,25,55
Andrej Babiš,ANO,M,25,55
Andrea Babišová,ANO,M,25,55
Margita Balaštíková,ANO,A,25,55
Josef Bělica,ANO,A,25,55
Stanislav Berkovec,ANO,A,25,55
Jiří Bláha,ANO,A,25,55
Richard Brabec,ANO,A,25,55
Milan Brázdil,ANO,0,25,55
Andrea Brzobohatá,ANO,A,25,55
Jaroslav Bžoch,ANO,A,25,55
Monika Červíčková,ANO,A,25,55
Klára Dostálová,ANO,A,25,55
Lenka Dražilová,ANO,A,25,55
Jaroslav Faltýnek,ANO,A,25,55
Kamal Farhan,ANO,A,25,55
Milan Feranec,ANO,A,25,55
Eva Fialová,ANO,A,25,55
Stanislav Fridrich,ANO,A,25,55
Josef Hájek,ANO,Z,25,55
Milan Hnilička,ANO,A,25,55
Ivan Jáč,ANO,A,25,55
Miloslav Janulík,ANO,M,25,55
Aleš Juchelka,ANO,A,25,55
Pavel Juříček,ANO,0,25,55
Adam Kalous,ANO,M,25,55
David Kasal,ANO,0,25,55
Tomáš Kohoutek,ANO,A,25,55
Martin Kolovratník,ANO,0,25,55
Barbora Kořanová,ANO,A,25,55
Josef Kott,ANO,A,25,55
Robert Králíček,ANO,0,25,55
Roman Kubíček,ANO,A,25,55
Jan Kubík,ANO,0,25,55
Jaroslav Kytýr,ANO,M,25,55
Taťána Malá,ANO,A,25,55
Přemysl Mališ,ANO,A,25,55
Jiří Mašek,ANO,A,25,55
Eva Matyášová,ANO,0,25,55
Radka Maxová,ANO,M,25,55
Marcela Melková,ANO,A,25,55
Jana Mračková Vildumetzová,ANO,A,25,55
Patrik Nacher,ANO,M,25,55
Marek Novák,ANO,A,25,55
Monika Oborná,ANO,A,25,55
Ladislav Okleštěk,ANO,0,25,55
Zuzana Ožanová,ANO,A,25,55
Jana Pastuchová,ANO,M,25,55
František Petrtýl,ANO,A,25,55
Pavel Plzák,ANO,M,25,55
Milan Pour,ANO,A,25,55
David Pražák,ANO,A,25,55
Věra Procházková,ANO,A,25,55
Pavel Pustějovský,ANO,A,25,55
Karel Rais,ANO,A,25,55
Michal Ratiborský,ANO,Z,25,55
Jan Richter,ANO,A,25,55
Miloslava Rutová,ANO,A,25,55
Pavel Růžička,ANO,A,25,55
Jan Řehounek,ANO,Z,25,55
Petr Sadovský,ANO,A,25,55
Jan Schiller,ANO,M,25,55
Pavel Staněk,ANO,A,25,55
