Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,64,0,1,1,12,19,187
ODS,25,22,0,2,1,0,19,187
Piráti,22,19,0,0,2,1,19,187
SPD,22,15,0,1,3,3,19,187
ČSSD,15,6,0,1,2,6,19,187
KSČM,15,11,0,0,2,2,19,187
KDU-ČSL,10,5,0,1,0,4,19,187
TOP09,7,3,0,0,1,3,19,187
STAN,6,4,0,0,1,1,19,187
Celkem,200,149,0,6,13,32,19,187
