Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,Z,24,14
Andrej Babiš,ANO,Z,24,14
Andrea Babišová,ANO,M,24,14
Margita Balaštíková,ANO,Z,24,14
Josef Bělica,ANO,N,24,14
Stanislav Berkovec,ANO,Z,24,14
Jiří Bláha,ANO,Z,24,14
Richard Brabec,ANO,N,24,14
Milan Brázdil,ANO,Z,24,14
Andrea Brzobohatá,ANO,N,24,14
Jaroslav Bžoch,ANO,Z,24,14
Monika Červíčková,ANO,Z,24,14
Klára Dostálová,ANO,Z,24,14
Lenka Dražilová,ANO,Z,24,14
Jaroslav Faltýnek,ANO,Z,24,14
Kamal Farhan,ANO,Z,24,14
Milan Feranec,ANO,Z,24,14
Eva Fialová,ANO,Z,24,14
Stanislav Fridrich,ANO,N,24,14
Josef Hájek,ANO,Z,24,14
Milan Hnilička,ANO,N,24,14
Ivan Jáč,ANO,N,24,14
Miloslav Janulík,ANO,M,24,14
Aleš Juchelka,ANO,Z,24,14
Pavel Juříček,ANO,N,24,14
Adam Kalous,ANO,Z,24,14
David Kasal,ANO,Z,24,14
Tomáš Kohoutek,ANO,Z,24,14
Martin Kolovratník,ANO,Z,24,14
Barbora Kořanová,ANO,Z,24,14
Josef Kott,ANO,Z,24,14
Robert Králíček,ANO,N,24,14
Roman Kubíček,ANO,N,24,14
Jan Kubík,ANO,Z,24,14
Jaroslav Kytýr,ANO,M,24,14
Taťána Malá,ANO,N,24,14
Přemysl Mališ,ANO,Z,24,14
Jiří Mašek,ANO,N,24,14
Eva Matyášová,ANO,N,24,14
Radka Maxová,ANO,M,24,14
Marcela Melková,ANO,Z,24,14
Jana Mračková Vildumetzová,ANO,Z,24,14
Patrik Nacher,ANO,N,24,14
Marek Novák,ANO,N,24,14
Monika Oborná,ANO,N,24,14
Ladislav Okleštěk,ANO,Z,24,14
Zuzana Ožanová,ANO,N,24,14
Jana Pastuchová,ANO,N,24,14
František Petrtýl,ANO,Z,24,14
Pavel Plzák,ANO,Z,24,14
Milan Pour,ANO,Z,24,14
David Pražák,ANO,N,24,14
Věra Procházková,ANO,Z,24,14
Pavel Pustějovský,ANO,N,24,14
Karel Rais,ANO,N,24,14
Michal Ratiborský,ANO,N,24,14
Jan Richter,ANO,N,24,14
Miloslava Rutová,ANO,Z,24,14
