Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,65,0,3,4,6,24,38
ODS,25,19,0,2,1,3,24,38
Piráti,22,21,0,0,0,1,24,38
SPD,22,20,0,0,0,2,24,38
ČSSD,15,12,0,1,1,1,24,38
KSČM,15,12,0,0,1,2,24,38
KDU-ČSL,10,9,0,0,0,1,24,38
TOP09,7,6,0,0,1,0,24,38
STAN,6,6,0,0,0,0,24,38
Celkem,200,170,0,6,8,16,24,38
