Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,48,0,2,4,24,56,40
ODS,23,17,0,0,0,6,56,40
Piráti,22,10,0,0,0,12,56,40
SPD,19,13,0,1,2,3,56,40
ČSSD,14,8,0,1,0,5,56,40
KSČM,15,7,0,2,2,4,56,40
KDU-ČSL,10,5,0,1,0,4,56,40
TOP09,7,3,0,0,0,4,56,40
STAN,6,3,0,0,0,3,56,40
Nezařaz,6,4,0,1,0,1,56,40
Celkem,200,118,0,8,8,66,56,40
