Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,53,1,2,12,10,12,104
ODS,25,7,0,3,12,3,12,104
Piráti,22,19,0,0,1,2,12,104
SPD,22,17,0,0,2,3,12,104
ČSSD,15,7,0,1,1,6,12,104
KSČM,15,6,0,0,4,5,12,104
KDU-ČSL,10,8,0,0,1,1,12,104
TOP09,7,4,0,0,1,2,12,104
STAN,6,3,0,0,2,1,12,104
Celkem,200,124,1,6,36,33,12,104
