Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,38,0,0,1,39,57,304
ODS,23,5,0,0,5,13,57,304
Piráti,22,11,0,0,0,11,57,304
SPD,19,5,0,0,3,11,57,304
ČSSD,14,5,0,0,0,9,57,304
KSČM,15,5,0,0,2,8,57,304
KDU-ČSL,10,3,0,0,0,7,57,304
TOP09,7,1,0,0,2,4,57,304
STAN,6,2,0,0,1,3,57,304
Nezařaz,6,0,0,0,2,4,57,304
Celkem,200,75,0,0,16,109,57,304
