Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,67,0,2,9,34,342
ODS,23,1,0,1,16,5,34,342
Piráti,22,0,18,0,3,1,34,342
SPD,19,0,0,0,15,4,34,342
ČSSD,15,0,5,1,0,9,34,342
KSČM,15,0,7,2,1,5,34,342
KDU-ČSL,10,5,0,0,0,5,34,342
TOP09,7,0,0,0,4,3,34,342
STAN,6,0,0,0,6,0,34,342
Nezařaz,5,1,0,0,1,3,34,342
Celkem,200,7,97,4,48,44,34,342
