Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,65,0,5,8,29,351
ODS,23,22,0,0,0,1,29,351
Piráti,22,22,0,0,0,0,29,351
SPD,19,17,0,0,0,2,29,351
ČSSD,15,0,10,0,3,2,29,351
KSČM,15,0,11,0,2,2,29,351
KDU-ČSL,10,9,0,0,0,1,29,351
TOP09,7,5,0,0,1,1,29,351
STAN,6,4,0,0,0,2,29,351
Nezařaz,5,3,0,0,1,1,29,351
Celkem,200,82,86,0,12,20,29,351
