Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,37,0,2,39,44,219
ODS,23,12,0,0,0,11,44,219
Piráti,22,11,0,0,0,11,44,219
SPD,20,9,0,0,0,11,44,219
ČSSD,14,0,7,1,0,6,44,219
KSČM,15,0,8,0,0,7,44,219
KDU-ČSL,10,5,0,0,0,5,44,219
TOP09,7,3,0,0,0,4,44,219
STAN,6,3,0,0,0,3,44,219
Nezařaz,5,3,0,0,0,2,44,219
Celkem,200,46,52,1,2,99,44,219
