Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,Z,38,61
Andrej Babiš,ANO,M,38,61
Andrea Babišová,ANO,Z,38,61
Ondřej Babka,ANO,Z,38,61
Margita Balaštíková,ANO,Z,38,61
Josef Bělica,ANO,Z,38,61
Stanislav Berkovec,ANO,Z,38,61
Jiří Bláha,ANO,M,38,61
Richard Brabec,ANO,Z,38,61
Milan Brázdil,ANO,Z,38,61
Andrea Brzobohatá,ANO,Z,38,61
Jaroslav Bžoch,ANO,Z,38,61
Monika Červíčková,ANO,Z,38,61
Klára Dostálová,ANO,Z,38,61
Lenka Dražilová,ANO,Z,38,61
Jaroslav Faltýnek,ANO,Z,38,61
Kamal Farhan,ANO,Z,38,61
Milan Feranec,ANO,Z,38,61
Eva Fialová,ANO,Z,38,61
Stanislav Fridrich,ANO,Z,38,61
Josef Hájek,ANO,Z,38,61
Milan Hnilička,ANO,Z,38,61
Ivan Jáč,ANO,Z,38,61
Miloslav Janulík,ANO,Z,38,61
Aleš Juchelka,ANO,Z,38,61
Pavel Juříček,ANO,M,38,61
Iva Kalátová,ANO,A,38,61
Adam Kalous,ANO,Z,38,61
David Kasal,ANO,Z,38,61
Tomáš Kohoutek,ANO,Z,38,61
Martin Kolovratník,ANO,Z,38,61
Barbora Kořanová,ANO,Z,38,61
Josef Kott,ANO,Z,38,61
Robert Králíček,ANO,Z,38,61
Roman Kubíček,ANO,Z,38,61
Jan Kubík,ANO,M,38,61
Jaroslav Kytýr,ANO,Z,38,61
Taťána Malá,ANO,Z,38,61
Přemysl Mališ,ANO,Z,38,61
Jiří Mašek,ANO,Z,38,61
Eva Matyášová,ANO,Z,38,61
Marcela Melková,ANO,Z,38,61
Jana Mračková Vildumetzová,ANO,Z,38,61
Patrik Nacher,ANO,0,38,61
Marek Novák,ANO,Z,38,61
Monika Oborná,ANO,Z,38,61
Ladislav Okleštěk,ANO,Z,38,61
Zuzana Ožanová,ANO,Z,38,61
Jana Pastuchová,ANO,Z,38,61
František Petrtýl,ANO,Z,38,61
Pavel Plzák,ANO,Z,38,61
