Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,67,0,6,5,33,104
ODS,23,0,1,0,21,1,33,104
Piráti,22,22,0,0,0,0,33,104
SPD,19,1,0,0,16,2,33,104
ČSSD,15,0,9,0,5,1,33,104
KSČM,15,0,0,0,14,1,33,104
KDU-ČSL,10,0,7,0,1,2,33,104
TOP09,7,6,0,0,0,1,33,104
STAN,6,5,0,0,0,1,33,104
Nezařaz,5,0,0,0,4,1,33,104
Celkem,200,34,84,0,67,15,33,104
