Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,71,0,6,1,29,904
ODS,23,21,0,0,1,1,29,904
Piráti,22,22,0,0,0,0,29,904
SPD,19,19,0,0,0,0,29,904
ČSSD,15,0,9,0,5,1,29,904
KSČM,15,0,9,0,5,1,29,904
KDU-ČSL,10,8,1,0,0,1,29,904
TOP09,7,6,0,0,0,1,29,904
STAN,6,6,0,0,0,0,29,904
Nezařaz,5,4,0,0,1,0,29,904
Celkem,200,86,90,0,18,6,29,904
