Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,48,10,3,17,6,23
ODS,25,15,0,7,0,3,6,23
Piráti,22,19,0,1,0,2,6,23
SPD,22,12,0,5,0,5,6,23
ČSSD,15,1,0,3,2,9,6,23
KSČM,15,3,0,4,7,1,6,23
KDU-ČSL,10,0,1,6,1,2,6,23
TOP09,7,4,0,3,0,0,6,23
STAN,6,2,0,2,0,2,6,23
Celkem,200,56,49,41,13,41,6,23
