Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,62,2,3,11,33,205
ODS,23,20,0,2,0,1,33,205
Piráti,22,21,0,1,0,0,33,205
SPD,19,14,0,1,0,4,33,205
ČSSD,15,0,5,3,6,1,33,205
KSČM,15,0,2,3,10,0,33,205
KDU-ČSL,10,9,0,1,0,0,33,205
TOP09,7,5,0,1,0,1,33,205
STAN,6,4,0,2,0,0,33,205
Nezařaz,5,4,0,0,0,1,33,205
Celkem,200,77,69,16,19,19,33,205
