Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,A,33,112
Andrej Babiš,ANO,M,33,112
Andrea Babišová,ANO,A,33,112
Ondřej Babka,ANO,A,33,112
Margita Balaštíková,ANO,A,33,112
Josef Bělica,ANO,A,33,112
Stanislav Berkovec,ANO,A,33,112
Jiří Bláha,ANO,M,33,112
Richard Brabec,ANO,A,33,112
Milan Brázdil,ANO,A,33,112
Andrea Brzobohatá,ANO,A,33,112
Jaroslav Bžoch,ANO,A,33,112
Monika Červíčková,ANO,A,33,112
Klára Dostálová,ANO,A,33,112
Lenka Dražilová,ANO,A,33,112
Jaroslav Faltýnek,ANO,A,33,112
Kamal Farhan,ANO,A,33,112
Milan Feranec,ANO,A,33,112
Eva Fialová,ANO,A,33,112
Stanislav Fridrich,ANO,A,33,112
Josef Hájek,ANO,A,33,112
Milan Hnilička,ANO,A,33,112
Ivan Jáč,ANO,A,33,112
Miloslav Janulík,ANO,A,33,112
Aleš Juchelka,ANO,A,33,112
Pavel Juříček,ANO,A,33,112
Iva Kalátová,ANO,A,33,112
Adam Kalous,ANO,A,33,112
David Kasal,ANO,A,33,112
Tomáš Kohoutek,ANO,A,33,112
Martin Kolovratník,ANO,0,33,112
Barbora Kořanová,ANO,A,33,112
Josef Kott,ANO,A,33,112
Robert Králíček,ANO,A,33,112
Roman Kubíček,ANO,A,33,112
Jan Kubík,ANO,A,33,112
Jaroslav Kytýr,ANO,A,33,112
Taťána Malá,ANO,A,33,112
Přemysl Mališ,ANO,A,33,112
Jiří Mašek,ANO,A,33,112
Eva Matyášová,ANO,A,33,112
Marcela Melková,ANO,A,33,112
Jana Mračková Vildumetzová,ANO,A,33,112
Patrik Nacher,ANO,A,33,112
Marek Novák,ANO,A,33,112
Monika Oborná,ANO,A,33,112
Ladislav Okleštěk,ANO,A,33,112
Zuzana Ožanová,ANO,A,33,112
Jana Pastuchová,ANO,A,33,112
František Petrtýl,ANO,A,33,112
Pavel Plzák,ANO,A,33,112
Milan Pour,ANO,A,33,112
David Pražák,ANO,A,33,112
Věra Procházková,ANO,A,33,112
Pavel Pustějovský,ANO,A,33,112
Karel Rais,ANO,A,33,112
Michal Ratiborský,ANO,A,33,112
Jan Richter,ANO,A,33,112
Miloslava Rutová,ANO,M,33,112
Pavel Růžička,ANO,A,33,112
Jan Řehounek,ANO,A,33,112
Petr Sadovský,ANO,M,33,112
Jan Schiller,ANO,A,33,112
Pavel Staněk,ANO,A,33,112
Jiří Strýček,ANO,A,33,112
Karla Šlechtová,ANO,A,33,112
Julius Špičák,ANO,M,33,112
David Štolpa,ANO,M,33,112
Karel Tureček,ANO,A,33,112
Helena Válková,ANO,A,33,112
