Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,39,24,3,12,31,74
ODS,23,6,0,17,0,0,31,74
Piráti,22,17,0,2,0,3,31,74
SPD,19,3,0,11,0,5,31,74
ČSSD,15,0,0,10,1,4,31,74
KSČM,15,0,0,9,5,1,31,74
KDU-ČSL,10,1,0,6,0,3,31,74
TOP09,7,3,0,2,0,2,31,74
STAN,6,3,0,1,0,2,31,74
Nezařaz,5,2,0,1,0,2,31,74
Celkem,200,35,39,83,9,34,31,74
