Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,66,0,6,6,28,184
ODS,23,21,0,0,1,1,28,184
Piráti,22,21,0,0,0,1,28,184
SPD,19,15,0,0,0,4,28,184
ČSSD,15,0,7,0,8,0,28,184
KSČM,15,0,11,0,3,1,28,184
KDU-ČSL,10,10,0,0,0,0,28,184
TOP09,7,5,0,0,2,0,28,184
STAN,6,4,0,0,1,1,28,184
Nezařaz,5,3,0,0,1,1,28,184
Celkem,200,79,84,0,22,15,28,184
